Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HDFCBANK,EQ,780.25,-0.84,1201298.82,315.28,2471.33
ICICIBANK,EQ,1280.7,-0.86,918252.43,184,2369.16
RELIANCE,EQ,1357,-0.73,1836365.5,137.7,1871.61
HFCL,EQ,161.66,-0.72,24743.72,735.49,1210.69
ITC,EQ,301.9,-0.67,378341.78,375.61,1133.92
PINELABS,EQ,139,-4.92,15961.04,756.97,1077.62
BHARTIARTL,EQ,1847,-1.48,1125427.9,58.03,1077.09
WIPRO,EQ,203.49,-1.62,213603.74,464.58,957.04
INFY,EQ,1166,-0.21,472889.81,80.06,938.41
KAYNES,EQ,3300,-2.95,22121.44,27.85,929.04
SPARC,EQ,232.15,-0.36,7533.26,374.12,901.33
MTARTECH,EQ,7865,-1.08,24192.42,11.32,899.02
AXISBANK,EQ,1301.5,-0.74,404715.08,64.55,840.37
TCS,EQ,2281.4,-1.16,825430.49,35.88,821.55
BAJFINANCE,EQ,932,-1.05,580227.25,84.9,796.72
COALINDIA,EQ,455.9,-0.46,280958.78,170.73,796.37
MCX,EQ,3312,-0.06,84453.3,19.55,647.42
KOTAKBANK,EQ,389.5,-0.85,387414.81,150.59,585.92
M&M,EQ,3110.9,-0.9,386849.38,17.92,560.49
RVNL,EQ,260.1,-4.53,54231.37,210.22,553.08
BEL,EQ,420.5,-0.32,307376.2,123.15,519.97
SILVERBEES,EQ,251.5,-1.77,33237.6,184.62,465.57
GROWW,EQ,188.7,-0.41,118382.77,238.88,454.08
INDUSTOWER,EQ,434.55,-0.98,114641.36,103.97,452.34
CONCOR,EQ,475.25,-7.19,36195.89,91.8,441
SHRIRAMFIN,EQ,952.85,-0.95,224189.46,43.51,416.04
BHEL,EQ,417.85,-0.37,145498.02,94.34,394.11
ASHOKLEY,EQ,160.8,-2,94451.58,242.36,390.62
DIXON,EQ,11683,-1.19,71366.68,3.12,365.44
NTPC,EQ,389.55,-0.13,377733.63,90.62,353.71
INDIGO,EQ,4483,-0.42,173337.88,7.6,340.49
SAMMAANCAP,EQ,168.19,-0.22,19490.79,195.04,330.08
TITAN,EQ,4115,-1.06,365324,7.67,315.57
GRASIM,EQ,3164.9,-0.21,215379.26,9.84,312.25
CANBK,EQ,133.45,-0.19,121047.84,232.85,311.28
ENRIN,EQ,3472,-2.46,123645.04,8.76,306.61
NBCC,EQ,95.9,-0.92,25893,310.29,300.8
TMCV,EQ,385.9,-2.46,142101.17,77.3,300.59
EICHERMOT,EQ,7356,-0.78,201785.53,3.88,287.28
PNB,EQ,105.98,-0.26,121802.21,262.98,278.82
GAIL,EQ,167.75,-0.55,110297.3,164.25,276.03
BANKBARODA,EQ,270.9,-0.5,140092.2,101.65,275.59
UNIONBANK,EQ,167.84,-0.61,128122.44,161.99,272.14
BPCL,EQ,305,-1.05,132322.2,86.12,262.23
OLAELEC,EQ,37.5,-1.03,16540.61,685.54,259.61
TECHNOE,EQ,1195.9,-12.9,13908.27,21.43,258.79
APOLLOHOSP,EQ,8265,-1.65,118838.02,3.11,257.72
APLAPOLLO,EQ,1880,-0.98,52199.78,13.74,257.62
DRREDDY,EQ,1329.6,-0.14,110973.19,19.09,254.49
JIOFIN,EQ,241.19,-0.23,159261.17,104.38,252.07
MAXHEALTH,EQ,993,-0.78,96643.11,25.15,249.92
ULTRACEMCO,EQ,11647,-0.67,343212.83,2.11,245.77
TRENT,EQ,4238.9,-1.42,150687.89,5.62,240.04
ANGELONE,EQ,345,-0.42,31463.96,66.79,231.36
AMBER,EQ,7340.5,-1.62,25853.07,3.13,230.15
TORNTPHARM,EQ,4447,-2.75,150502.42,5.06,225.65
TVSMOTOR,EQ,3449.8,-0.57,163895.55,6.52,224.65
SUDARSCHEM,EQ,1004,-3.83,7894.21,19.63,208.12
DIVISLAB,EQ,6743,-0.2,179005.46,3.09,207.96
INDIANB,EQ,835.5,-0.55,112538.84,24.7,206.62
GLAND,EQ,2302.4,-1.35,37933.52,8.74,202.08
PFC,EQ,433.95,-1.13,143207.92,46.43,201.89
LUPIN,EQ,2256,-1.36,103147.9,8.89,201.23
GRSE,EQ,2655,-0.77,30413.56,7.44,199.62
IIFL,EQ,474.45,-1.55,20177.86,40.86,198.4
NYKAA,EQ,266.75,-1.22,76384.07,73.79,197.7
GOLDBEES,EQ,129.77,-0.57,57484.94,151.9,197.02
DMART,EQ,4090,-0.18,266734.99,4.79,196.33
LODHA,EQ,904.2,-0.29,90329.48,21.59,195.33
COLPAL,EQ,2089.5,-0.36,56831.4,9.33,192.58
JUBLFOOD,EQ,429.05,-2.21,28310.66,44.53,192.39
HDFCAMC,EQ,2740,-0.66,117400.31,6.85,187.93
BANKINDIA,EQ,145.25,-0.52,66127.5,125.45,182.07
MOTHERSON,EQ,135.9,-0.01,143429.05,132.44,179.98
HINDPETRO,EQ,397,-1.57,84474.55,42.41,169.43
POWERGRID,EQ,292.8,-0.86,272321.68,56.26,165.33
SRM,EQ,522,-1.77,1197.69,30.07,164.53
FORCEMOT,EQ,19850,-1.8,25870.33,0.79,157.57
AWFIS,EQ,352.6,-2.22,2522.52,40.23,153.81
MFSL,EQ,1723.2,-0.21,59470.18,8.9,153.8
SBILIFE,EQ,1885,-0.89,189097.84,8.13,153.43
DLF,EQ,589,-0.56,145796.06,25.72,152.18
MAZDOCK,EQ,2465,-0.21,99433.17,6.1,150.38
COCHINSHIP,EQ,1528,-0.07,40198.74,9.75,149.12
NIFTYBEES,EQ,271.09,-0.33,63636.11,54.84,148.97
NAVINFLUOR,EQ,7390,-0.75,37888.06,2.01,148.51
BAJAJFINSV,EQ,1807,-0.02,289219.38,8.11,146.35
GOODLUCK,EQ,1353.8,-4.47,4499.83,10.57,143.83
HCLTECH,EQ,1162.9,-0.24,315572.11,11.97,139.55
HDFCLIFE,EQ,619.9,-0.02,133763.23,22.42,139.08
AVALON,EQ,1458,-3.52,9734.51,9.36,136.54
CHOLAFIN,EQ,1568,-1.45,133644.47,8.67,136.47
RRKABEL,EQ,1971.6,-0.88,22299.88,6.77,135.42
IOC,EQ,142.6,-0.94,201368.86,93.55,133.62
LTM,EQ,3982,-0.24,118114.61,3.33,133.24
RECLTD,EQ,337.95,-1.24,88989.81,39.13,132.96
MEESHO,EQ,192.92,-1.73,88501.04,67.27,130.33
RAIN,EQ,172.01,-3.89,5785.48,73.89,130.16
ASIANPAINT,EQ,2644.4,-0.5,253650.26,4.86,128.92
POLICYBZR,EQ,1776,-0.87,82174.29,7.09,127.01
INOXWIND,EQ,96.48,-0.58,16674.04,130.24,126.32
POCL,EQ,1420,-5.8,4332.6,8.62,125.59
INDHOTEL,EQ,660,-0.54,93946.53,18.83,123.97
TATSILV,EQ,25.54,-1.69,5433.77,481.03,123.1
ABFRL,EQ,64.8,-3.8,7908.91,185.83,123
AGIIL,EQ,363.1,-5.17,4538.66,31.2,118.38
SAILIFE,EQ,1138.4,-3.19,24136.76,10.01,114.22
CARTRADE,EQ,1696.5,-5.17,8130.99,6.41,112.53
MAHABANK,EQ,80.35,-1.01,61801.53,136.67,110.01
NAM-INDIA,EQ,1088.7,-1.04,69490.58,9.79,107.98
MANKIND,EQ,2415,-1.73,99698.04,4.43,107.47
JSWCEMENT,EQ,131.51,-2.42,17929.61,80.15,107.14
KALYANKJIL,EQ,356,-0.52,36765.55,30.12,106.92
GESHIP,EQ,1644,-0.28,23470.92,6.4,106.67
GODFRYPHLP,EQ,2300,-0.89,35875.8,4.57,105.97
TITAGARH,EQ,816,-1.93,10989.38,12.54,103.77
PGEL,EQ,467.8,-0.73,13348.33,21.89,103.52
FSL,EQ,275.5,-1.71,19202.1,36.95,102.48
GMRAIRPORT,EQ,96.26,-0.66,101640.7,97.28,93.77
SOLARWORLD,EQ,216.3,-2.97,1874.73,39.57,90.32
HDFCSILVER,EQ,251.22,-1.98,8065.2,34.8,87.7
FORTIS,EQ,967,-0.35,73004.45,9.06,87.32
BLUESTARCO,EQ,1637.1,-0.92,33661.2,5.3,86.48
360ONE,EQ,1126,-1.44,45748.84,7.62,86.42
NH,EQ,1899,-2.11,38808.12,4.46,84.88
IRFC,EQ,99.25,-1.19,129704.92,84.88,84.67
ANANDRATHI,EQ,3595,-0.62,29845.92,2.33,84.2
SBICARD,EQ,630,-0.05,59951.14,13.19,83.21
POLYMED,EQ,1437.5,-7.09,14570.43,5.73,82.74
SANDHAR,EQ,691,-2.07,4159.18,11.76,81.99
SHILPAMED,EQ,506,-1.2,9896.44,16.14,81.32
PATANJALI,EQ,464.65,-0.81,50558.97,17.31,80.61
EIDPARRY,EQ,766,-3.02,13629.13,10.38,80.36
NHPC,EQ,78.38,-0.81,78732.98,101.94,80.02
JUBLINGREA,EQ,703,-3.94,11197.46,11.09,78.8
SYRMA,EQ,1056.9,-0.03,20380.25,7.41,78.23
BOSCHLTD,EQ,35905,-1.12,105896.91,0.21,76.46
ENTERO,EQ,1280,-5.14,5569.4,5.8,75.94
NUVAMA,EQ,1499,-0.39,27308.72,5.04,75.85
MANINDS,EQ,545.2,-2.66,4089.52,13.37,75.66
VOLTAS,EQ,1272.9,-0.86,42118.32,5.93,75.6
LALPATHLAB,EQ,1598.2,-1.03,26791.87,4.62,74.71
HCC,EQ,21.97,-1.83,5754.97,321.52,71.73
MRF,EQ,127160,-1.16,53930.37,0.06,71.3
TATAGOLD,EQ,15.21,-0.65,5918.1,458.03,69.71
GODREJPROP,EQ,1757,-0.58,52922.2,3.94,69.69
SILVERIETF,EQ,262.72,-1.69,16062.69,26.26,69.14
IREDA,EQ,129.68,-0.07,36430.11,52.82,68.52
CENTRALBK,EQ,31.05,-0.7,28104.6,218.14,67.82
IRCTC,EQ,537.55,-0.06,43004,12.38,66.9
M&MFIN,EQ,305.4,-1.02,42449.72,21.46,66.32
TRITURBINE,EQ,690,-0.4,21934.75,9.55,66.15
DSSL,EQ,1720.3,-9.22,2191.16,3.69,65.59
SUNDARMFIN,EQ,4332,-1.21,48130.19,1.48,64.74
THERMAX,EQ,4431,-0.11,52798.16,1.42,63.4
REDINGTON,EQ,223.35,-0.35,17460.93,28.01,63.28
YATHARTH,EQ,819,-0.19,7891.42,7.63,62.74
JAYNECOIND,EQ,103.5,-1.18,10049.83,58.56,60.82
OBEROIRLTY,EQ,1707.9,-0.26,62099.63,3.53,59.95
RAYMONDREL,EQ,594.5,-3.04,3957.81,9.77,59.19
MUTHOOTFIN,EQ,3343,-0.34,134210.91,1.77,59.1
EXICOM,EQ,147.63,-2.87,2053.23,38.72,58.43
JINDRILL,EQ,619.1,-1.59,1794.22,9.15,57.42
SARDAEN,EQ,533.95,-1.83,18815.4,10.7,57.23
AEROFLEX,EQ,404.45,-2.39,5352.12,13.83,56.71
RATNAVEER,EQ,175.61,-0.68,1191.87,31.13,56.26
GRANULES,EQ,757,-0.18,18758.23,7.36,56.25
PAISALO,EQ,48.81,-2.13,4439.38,112.6,56.09
LGEINDIA,EQ,1519,-1,103105.53,3.61,54.97
ANANTRAJ,EQ,503.9,-0.71,18134.2,10.71,54.47
HDFCGOLD,EQ,133.87,-0.69,23017.91,40.47,54.2
SANSERA,EQ,2889,-0.56,18007.73,1.86,53.83
JWL,EQ,289.5,-2.29,12372.37,18.33,53.68
AWL,EQ,192.9,-0.08,25070.8,27.23,53.03
GOLDIETF,EQ,134.25,-0.56,27854.71,39.4,52.88
SBC,EQ,38.6,-0.59,1838.09,135.54,52.56
DALBHARAT,EQ,1786,-2.01,33499.28,2.92,52.5
DABUR,EQ,447,-0.04,79283.95,11.54,51.61
TIINDIA,EQ,3034,-0.45,58723.94,1.69,51.49
AVANTIFEED,EQ,1332,-1.09,18147.92,3.8,51.23
EIEL,EQ,206.18,-1.67,3619.08,24.49,51.13
POONAWALLA,EQ,396.6,-0.58,34913.36,12.59,50.3
NAZARA,EQ,290.05,-0.07,10745.34,17.29,50.25
PAGEIND,EQ,38375,-0.44,42802.99,0.13,49.8
URBANCO,EQ,123.29,-1.09,19013.54,39.61,49.36
PIIND,EQ,2841.9,-0.25,43116.77,1.73,49.14
PHOENIXLTD,EQ,1789.9,-1.09,64014.07,2.71,48.51
JSL,EQ,729.85,-0.28,60170.26,6.58,47.95
AEQUS,EQ,211.2,-2.06,14164.46,22.26,47.72
UNOMINDA,EQ,1110.2,-0.74,64105.24,4.2,46.87
RAMCOCEM,EQ,890,-1.81,21030.02,5.26,46.73
PETRONET,EQ,280.95,-0.46,42142.5,16.69,46.65
MON100,EQ,330.34,-0.11,16653.59,13.97,46.16
SETFGOLD,EQ,133.58,-0.79,25746.85,34.18,45.68
CESC,EQ,182.8,-1.5,24231.43,24.76,45.67
JBCHEPHARM,EQ,2186.1,-1.9,35099.74,2.07,45.51
