Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HINDCOPPER,EQ,760.05,20,73498.66,1386.33,10029.82
SILVERBEES,EQ,352.5,6.17,49680.17,1456.46,5110.86
GOLDBEES,EQ,147.2,8.38,62227.86,2718.24,3947.98
HINDZINC,EQ,716,1.1,302532.84,529.66,3763.3
HDFCBANK,EQ,935,0.25,1438671.91,371.76,3469.34
ICICIBANK,EQ,1385,1.26,990599.83,231.18,3179.57
VEDL,EQ,767.55,4.13,300141.84,302.9,2291.23
AXISBANK,EQ,1364.9,3.42,423851.64,161.08,2169.66
ETERNAL,EQ,274.3,3,264709.12,743.39,2015.03
NATIONALUM,EQ,428.4,5.48,78681.31,393.96,1668.01
LT,EQ,3938,3.8,541703.75,42.27,1658.01
TATSILV,EQ,35.07,5.57,7086.78,4754.72,1648.46
SBIN,EQ,1067.25,0.35,985137.66,148.01,1582.69
HINDALCO,EQ,1027,2.89,230790.16,146.15,1493.39
MCX,EQ,2704,4.28,68949.79,53.08,1418.45
ABB,EQ,5465,8.36,115807.93,24.92,1361.11
ONGC,EQ,274.84,2.33,345756.39,482.67,1320.83
TATASTEEL,EQ,202.55,4.49,252853.84,606.11,1206.58
BHARTIARTL,EQ,1969,0.58,1122744.54,60.65,1189.15
BSE,EQ,2871.2,1.76,117111.68,39.82,1129.24
OIL,EQ,514.6,4.91,83705.24,205.63,1055.32
TATAGOLD,EQ,17.64,11.01,5920.83,5801.7,985.13
SILVERIETF,EQ,366.2,5.22,24611.92,257.81,944.6
GRSE,EQ,2590,2.83,29668.97,34.28,887.6
GVT&D,EQ,3143,8.19,80475.43,27.62,853.41
GMDCLTD,EQ,618,10.63,19652.4,139.98,834.93
COALINDIA,EQ,455,2.47,280404.14,169.16,765.46
MRPL,EQ,176.4,7.58,30915.84,436.31,760.15
NTPC,EQ,358.5,3,347625.48,206.24,734.81
POWERGRID,EQ,260.95,0.44,242699.26,269.14,700.73
GOLDIETF,EQ,156,10.43,27658.79,461.09,697.41
DIXON,EQ,10280,0.01,62384.94,6.73,689.04
SHRIRAMFIN,EQ,1022.25,0.34,192335.15,66.54,679.59
IDEA,EQ,10,0.5,108343.04,6789.45,673.51
RAIN,EQ,164.1,13.45,5519.43,384.1,627.2
ADANIGREEN,EQ,854.5,3.84,140257.1,73.57,623.35
HDFCGOLD,EQ,152,8.46,25553.36,406.14,609.5
NMDC,EQ,84.61,3.79,74387.57,715.97,601.85
BAJFINANCE,EQ,937.25,0.22,583170.25,64.3,600.07
HDFCSILVER,EQ,356.9,6.25,11965.47,165.71,585.51
SHARDACROP,EQ,970,11.42,8751.39,61.38,584.35
LODHA,EQ,950,2.25,94887.78,61.26,577.27
GROWW,EQ,172.5,0.24,106494.54,325.71,562.44
GLAND,EQ,1801,6.59,29672.63,30.84,555.94
ADANIPORTS,EQ,1417.1,2.55,326494.04,39.19,551.52
TMCV,EQ,470,0.44,173069.57,116.8,545.08
AEROFLEX,EQ,179.3,7.51,2318.71,280.82,520.55
BPCL,EQ,367.4,1.39,159394.02,141.87,517.17
SAIL,EQ,157.6,1.19,65097.08,315.58,498.3
SETFGOLD,EQ,152.44,8.79,26056.46,323.4,484.93
POWERINDIA,EQ,18317,3.59,81643.2,2.61,475.62
AUBANK,EQ,990,2.87,73992.94,47.9,469.76
TMPV,EQ,352,3.39,129626.79,135.87,469.55
JINDALSTEL,EQ,1168,4.34,119146.29,40.11,463.44
FEDERALBNK,EQ,287.5,1.07,70771.4,158.48,455.09
EICHERMOT,EQ,7071.5,0.01,193970.71,6.33,446.06
PFC,EQ,386.8,0.98,127647.94,115.36,445.9
DREDGECORP,EQ,1145,14.42,3206,37.53,426.81
SAMMAANCAP,EQ,148.4,4.63,12297.37,285.66,416.83
PNB,EQ,125.1,0.48,143776.72,329.1,411.87
SBISILVER,EQ,360,5.56,9437.08,111.11,398.24
HDFCAMC,EQ,2544,2.68,108923.39,15.5,392.11
SILVER,EQ,367.5,5.24,5222.35,106.48,391.46
CSBBANK,EQ,433.5,2.65,7520.61,94.38,388.24
CHOLAFIN,EQ,1651.6,0.9,139397.87,22.9,372.62
INDUSTOWER,EQ,441.4,3.79,116448.5,84.87,371.61
BAJAJ-AUTO,EQ,9512.5,0.84,265872.32,3.9,369.11
VBL,EQ,469.9,0.32,158919.65,77.33,355.99
MAZDOCK,EQ,2515,0.38,101450.07,13.33,333.69
TECHM,EQ,1765.1,0.12,172934.44,18.93,333.17
CGPOWER,EQ,590.2,1.42,92949.28,54.75,319.81
BHARATCOAL,EQ,38.08,2.42,17733.86,848.13,318.22
DLF,EQ,638,1.99,157925.1,49.9,316.46
MUTHOOTFIN,EQ,4095,3.53,164401.34,7.52,306.85
JSWSTEEL,EQ,1242.2,1.93,303774.29,24.71,304.25
WIPRO,EQ,240,1.12,251692.76,122.02,290.71
CHENNPETRO,EQ,872,2.61,12985.07,32.57,283.49
IDFCFIRSTB,EQ,83.13,0.24,71463.98,339.04,282.15
ADANIENT,EQ,2016,1.07,260604.78,13.91,278.11
LIQUIDCASE,EQ,112.52,0.03,8282.63,245.86,276.62
CUMMINSIND,EQ,4065.9,1.04,112706.75,6.81,274.24
NIFTYBEES,EQ,287.49,0.31,56660.44,94.64,270.65
WAAREEENER,EQ,2750,0.01,79101.25,9.75,268.08
IOC,EQ,163.11,0.16,230331.52,161.01,262.99
BALUFORGE,EQ,391.9,9.99,4467.34,69.14,255.08
SILVERCASE,EQ,37.94,6.19,1788.02,675.85,254.86
GOLD1,EQ,148.5,8.54,15192.84,168.45,247.38
CARTRADE,EQ,2470,2.62,11817.2,10.06,246.38
ENRIN,EQ,2508,6.41,89315.02,10.13,245.65
HBLENGINE,EQ,767.55,4.49,21276.1,32.04,242.6
ACUTAAS,EQ,1923,3.25,15743.82,12.37,238.64
POLYCAB,EQ,7020.5,1.34,105691.61,3.39,236.14
KARURVYSYA,EQ,302.2,2.86,29206.73,78.73,236.03
ECLERX,EQ,4651.5,5.17,21873.85,4.76,222.24
IIFL,EQ,544,0.63,23132.4,39.16,216.75
ASHAPURMIN,EQ,697,6.84,6658.17,30.83,216.34
SWIGGY,EQ,323.85,0.11,89392.75,65.41,213.49
ICICIGI,EQ,1826,0.21,90954.37,11.43,207.32
BHEL,EQ,260,0.13,90533.65,77.78,201.9
INDHOTEL,EQ,665.5,1.42,94729.41,30.54,201.08
UPL,EQ,717.1,0.28,60527.89,27.42,195.03
GILLETTE,EQ,8266.5,5.06,26936.57,2.39,194.3
ADANIENSOL,EQ,902.1,2.28,108367.71,21.61,193.25
GRASIM,EQ,2841.8,0.1,193390.85,6.81,192.74
GODREJPROP,EQ,1563.7,0.86,47099.64,12.24,191.28
HEROMOTOCO,EQ,5577,1.17,111585.52,3.38,187.47
PRECAM,EQ,148.4,8.19,1409.59,119.49,186.92
MANAPPURAM,EQ,295.1,1.17,24978.29,63.17,186.56
INDIANB,EQ,911,1.41,122708.42,20.27,184.18
GOLDCASE,EQ,27.88,7.64,2320.28,655.79,181.59
MOTHERSON,EQ,114.12,2.41,120442.41,160.48,180.63
KEI,EQ,3995,2.99,38192.44,4.56,180.47
OBEROIRLTY,EQ,1496.3,0.88,54405.8,11.67,173.9
BAJAJFINSV,EQ,1947.3,0.36,311142.17,8.84,171.8
GOLDETF,EQ,172,7.88,3499.55,93.16,158.48
TATAPOWER,EQ,366.1,3.11,116981.38,43.56,158
APARINDS,EQ,7650,3.22,30728.76,2.02,155.28
STARHEALTH,EQ,450,2.15,26477.95,34.22,155.06
AMBUJACEM,EQ,536,0.38,132489.74,28.37,151.62
SIEMENS,EQ,3096,3.86,110254.91,4.87,148.95
JSWENERGY,EQ,457,2.41,79873.02,32.51,147.79
MOSCHIP,EQ,206.06,10,3976.26,71.97,143.98
SILVERBETA,EQ,355.49,5.38,2364.83,39.47,140.06
SILVERADD,EQ,354.19,4.48,3442.54,39.52,139.43
MIDHANI,EQ,386.35,4.94,7237.88,36.66,139.28
CHOICEIN,EQ,776.9,4.45,16686.94,17.74,139.07
VMM,EQ,121.45,1.33,56753.62,112.73,136.77
HFCL,EQ,66.13,2.51,10121.87,207.54,134.3
RAMCOSYS,EQ,432,1.62,1616.2,28.69,131.5
PFOCUS,EQ,225.25,2.14,17479.19,57.73,130.02
BLISSGVS,EQ,181.9,8.45,1924.3,70.23,126.9
JWL,EQ,325.2,0.39,13804.68,38.9,126.56
SILVER1,EQ,358,7.35,4210.14,35.73,126.54
UNITDSPR,EQ,1330,0.25,96737.66,9.49,126.4
GRAPHITE,EQ,666.45,0.71,13020.81,18.15,120.92
M&MFIN,EQ,376.35,1.67,52311.56,32.41,118.64
MANORAMA,EQ,1365,6.85,8150.21,8.54,115.79
TIINDIA,EQ,2339.8,2.59,45277.39,4.86,112.19
PRESTIGE,EQ,1429.1,0.5,61555.66,7.74,110.04
ICICIAMC,EQ,2907.4,2.77,143700.72,3.64,105.36
MTARTECH,EQ,2744.9,1.6,8443.2,3.9,105.25
METALIETF,EQ,12.65,3.86,995.47,846.02,105.16
BLUESTARCO,EQ,1729,1.62,35550.8,5.91,102.16
BSOFT,EQ,409.85,1.81,11422.12,24.37,100.92
MAHABANK,EQ,65.7,0.18,50533.43,151.4,99.67
CPSEETF,EQ,99,0.94,28426.63,95.89,94.84
NHPC,EQ,79.2,0.39,79556.68,119.12,94.2
RATNAVEER,EQ,154.75,10.48,1018.91,59.98,92.92
DELHIVERY,EQ,411,0.8,30754.83,22.68,92.35
AXISILVER,EQ,371.99,6.98,2929.3,24.96,92.15
AXISGOLD,EQ,149.25,8.4,5822.35,60.66,89.94
SANDUMA,EQ,231.7,5.73,11263.05,39.39,89.29
PETRONET,EQ,294.7,1.39,44205,29.98,88.41
NLCINDIA,EQ,264.1,5.18,36621.07,33.09,86.29
TFCILTD,EQ,66.2,3.6,3064.91,132.1,85.99
GMRAIRPORT,EQ,94.21,0.32,99476.11,89.95,84.28
SYRMA,EQ,723,0.01,13941.64,11.36,82.03
MMTC,EQ,69.14,2.11,10371,118.46,81.57
NAM-INDIA,EQ,861,3.14,54853.6,9.62,81.48
SILVERAG,EQ,367.35,7.63,1420.66,22.43,80.92
GROWWSLVR,EQ,357,6.1,539.05,22.53,80.21
COROMANDEL,EQ,2265,0.37,66816.46,3.54,79.95
STAR,EQ,810,1.73,7465.99,9.97,79.85
HOMEFIRST,EQ,1224.3,2.8,12744.43,6.47,79.05
NAVINFLUOR,EQ,6065.5,1.6,31070.75,1.28,77.61
MOIL,EQ,377.25,3.07,7676.48,20.53,76.81
MAHLOG,EQ,343.1,1.05,3404.32,21.94,75.97
DBREALTY,EQ,105.5,3.5,5688.61,67.98,72.88
IGL,EQ,179.72,2.72,25160.83,39.71,71.3
JAINREC,EQ,407.2,3.68,14051.89,17.42,71
PARAS,EQ,699.95,2.09,5640.71,10.2,70.67
ANTELOPUS,EQ,578.95,0.33,2035.72,12.27,70.63
LGEINDIA,EQ,1413.5,0.25,95944.48,4.9,69.26
RAMCOCEM,EQ,1105.4,3.62,26119.76,6.28,68.85
TATACOMM,EQ,1532,0.17,43662,4.49,68.84
NUVAMA,EQ,1333,0.79,24240.33,5.04,66.47
AUROPHARMA,EQ,1152,1.06,66908.35,5.77,65.87
NAZARA,EQ,289.4,3.6,10721.26,22.45,63.9
SCI,EQ,222.5,1.02,10364.03,27.27,60.4
PAGEIND,EQ,32930,0.97,36729.71,0.18,60.31
DCBBANK,EQ,200.5,0.5,6450.99,29.49,59.2
LIQUIDPLUS,EQ,1070.54,0.01,515.44,5.51,58.97
ANANDRATHI,EQ,2910,1.06,24159,2.03,58.92
EMBASSY,RR,436.9,1.54,41413.48,13.42,58.57
LICHSGFIN,EQ,522.9,0.75,28762.79,11.21,58.5
BHARTIHEXA,EQ,1557.8,1.47,77890,3.77,57.94
TMB,EQ,609.2,6.59,9646.77,9.45,56.6
ZENTEC,EQ,1380.1,1.27,12460.97,4.12,56.49
RMDRIP,EQ,104.36,1.04,2606.91,53.48,55.71
HSCL,EQ,470.25,4.81,23723.88,12.21,55.28
PCJEWELLER,EQ,10.5,0.1,7694.92,523.84,54.95
GROWWGOLD,EQ,178.8,11.19,487.7,31.66,54.61
KRMAYURVED,ST,180.7,5,384.18,31.56,54.45
GOLDADD,EQ,177,10.85,2550.26,30.01,51.53
WOCKPHARMA,EQ,1367,0.76,22211.78,3.74,50.8
GOLDBETA,EQ,149,7.97,4766.17,34.42,50.67
BSLGOLDETF,EQ,155.5,7.69,3207.39,32.8,50.31
TORNTPOWER,EQ,1373,3.01,69185.96,3.66,49.81
KMEW,EQ,1834.4,7.45,4484.03,2.71,49.2
TDPOWERSYS,EQ,679.5,3.71,10614.8,7.31,48.87
JSL,EQ,809.95,0.24,66773.86,5.97,48.62
BAJAJCON,EQ,322.5,0.05,4212.44,14.93,48.19
METAL,EQ,12.56,3.2,389.56,355.32,44.17
LICMFGOLD,EQ,16150,9.89,1551.98,0.27,43.78
CHOLAHLDNG,EQ,1641.9,0.34,30831.18,2.68,43.46
GESHIP,EQ,1183.1,0.81,16890.78,3.63,42.77
BELRISE,EQ,161,0.57,14327.05,26.09,41.74
CONCOR,EQ,500,0.74,38080.9,8.3,41.34
PRIVISCL,EQ,2850,1.82,11132.87,1.45,40.93
GRAVITA,EQ,1623.9,4.44,11985.75,2.58,40.8
RNBDENIMS,EQ,154.49,1.6,1390,26.51,40.79
GRANULES,EQ,574.3,1.66,13936.46,7.15,40.43
SANSERA,EQ,1705,2.05,10609.24,2.39,40.23
APOLLO,EQ,253.2,5,8973.2,15.94,40.19
SETFNIF50,EQ,271.55,0.28,214177.01,14.83,40.16
BAJAJHLDNG,EQ,10735,0.29,119473.58,0.37,40.13
BANKBEES,EQ,617.58,0.56,7949.44,6.44,39.67
CUBEXTUB,EQ,130.77,19.99,187.25,31.52,39.48
QUADFUTURE,EQ,309,1.95,1236,12.4,38.68
SUBROS,EQ,816.65,5.53,5327.48,4.73,38.67
EDELWEISS,EQ,106.3,0.87,10061.07,35.78,37.79
RELIGARE,EQ,235.25,0.86,7781,16.01,37.76
CESC,EQ,145.4,1.71,19273.79,25.39,36.88
KTKBANK,EQ,186.3,1.68,7044.86,19.45,36.02
WEBELSOLAR,EQ,86.2,5.2,3638.19,42.15,35.63
LIQUIDBETF,EQ,1067.15,0.01,507.78,3.33,35.52
LIQUIDADD,EQ,1111.24,0.01,1847.65,3.17,35.25
GODFRYPHLP,EQ,2024.8,0.16,31583.19,1.74,35.01
GRMOVER,EQ,162.3,0.3,2987.23,21.38,34.22
ASTRAL,EQ,1459,0.42,39196.06,2.32,33.67
AVANTEL,EQ,148.5,3.49,3942.18,23.07,33.52
AVALON,EQ,800,0.77,5340.72,4.18,33.51
IGIL,EQ,322.1,0.7,13919.86,10.43,33.17
AGIIL,EQ,263.5,3.46,3219.11,12.59,32.97
