"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"ZYDUSWELL","Zydus Wellness Limited",48286539,79584,606.7342274233204,120274,401.4694636020104,412.05,5.95,20597106075
"LTTS","L&T Technology Services Limited",3433441,80962,42.40796833088706,110261,31.13907392879654,3470,10.88,11515349101
"COMPUSOFT","Compucom Software Limited",1618260,43258,37.409208245039494,39247,41.231760170607856,15.26,19.97,23869335
"NUCLEUS","Nucleus Software Exports Limited",952128,28714,33.15882404155904,24935,38.18363377513986,771.75,1.96,762426017
"ACMESOLAR","Acme Solar Holdings Limited",14627740,533749,27.405653219022426,514874,28.410301927945547,255.07,6.24,3753478084
"ICDSLTD","ICDS Limited",115700,4484,25.800936594068236,3515,32.91139240506329,54.44,19.99,6282510
"LIBERTSHOE","Liberty Shoes Limited",626521,26638,23.519085545538154,23880,26.236112914100026,260.71,8.67,164718636
"ONELIFECAP","Onelife Capital Advisors Limited",125312,5884,21.29466409878781,22883,5.476085389035768,15.15,-0.46,1977423
"MIDCAPBETA","UTI Mutual Fund - UTI Nifty Midcap 150 Exchange Traded Fund (ETF)",66580,3132,21.254588986432562,3599,18.498555234496553,206.99,-2.79,13651563
"IFCI","IFCI Limited",217069799,10336838,20.999632140898534,13570596,15.99559723118144,57.11,5.86,12524927402
"MOGSEC","Motilal Oswal Mutual Fund - Motilal Oswal 5 Year G Sec ETF - Growth",531212,27537,19.29037802767119,23266,22.831821131851648,63.59,-0.3,33779771
"EQUAL50","Mirae Asset Mutual Fund - Mirae Asset Nifty50 Equal Weight ETF",44939,2506,17.932561851556265,8651,5.194419400328271,307.88,-2.15,13979624
"NIVABUPA","Niva Bupa Health Insurance Company Limited",22415727,1370026,16.36153202426669,1184331,18.92690104697029,72.1,2.91,1659212112
"AKI","AKI India Limited",965347,60579,15.935121423796147,91290,10.574428720559707,4.5,-10.89,4411635
"SYNGENE","Syngene International Limited",9786652,640815,15.272191591387116,894206,10.944506349090613,420.6,4.08,4136328467
"ALMONDZ","Almondz Global Securities Limited",1454693,96129,15.132717494200502,112761,12.900594794154399,13.7,-3.99,19943841
"AXISCETF","AXIS MUTUAL FUND - Axis NIFTY India Consumption ETF",49048,3342,14.676241771394375,3812,12.865049180327869,108.99,-1.55,5379584
"ABSLMSCIN","Aditya Birla Sun Life MF- Aditya Birla Sun Life MSCI India ETF",9295,670,13.859343936381709,638,14.566682338191505,28.98,-0.79,260167
"SMCGLOBAL","SMC Global Securities Limited",6288183,484640,12.974934358605772,502660,12.50980134703244,63.4,-10.6,409675122
"LAL","Lorenzini Apparels Limited",349988,27955,12.519468440915025,32363,10.814415182723534,6.39,-8.58,2176925
"GREENLAM","Greenlam Industries Limited",105024,9816,10.698903188563278,23976,4.38038038038038,211,-5.55,22432076
"JOCIL","Jocil Limited",13064,1274,10.25297580117724,1406,9.288304301457519,117.4,-6.14,1533582
"TOP10ADD","DSP Mutual Fund - DSP Nifty Top 10 Equal Weight ETF",13274074,1305851,10.165074197455121,1157518,11.467702192501163,88,0.32,1147941919
"ENERGY","Mirae Asset Mutual Fund - Mirae Asset Nifty Energy ETF",7993116,838991,9.527058097166716,1454153,5.496749585944589,36.31,-1.92,291429009
"MODINATUR","Modi Naturals Limited",32101,3411,9.409184171958964,4527,7.091009498564171,282.15,3.39,9421643
