"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"RAMKY","Ramky Infrastructure Limited",18446924,3722776,4.9551528214429235,1879624,9.814154359775284,480,11.5,8961146740
"LTFOODS","LT Foods Limited",46424507,9835775,4.719964026019463,5222286,8.889689623698553,429.75,16.92,19166821960
"ELGIRUBCO","Elgi Rubber Company Limited",760417,164247,4.629693670173969,90566,8.396274540114392,45.9,20,34484910
"INCREDIBLE","INCREDIBLE INDUSTRIES LIMITED",466406,101194,4.609009984742238,51463,9.062903200733729,32.51,-0.82,16953858
"NATCAPSUQ","Natural Capsules Limited",342560,74538,4.595727325902751,39880,8.589640075625743,158,5.45,51027737
"HALDER","Halder Venture Limited",30607,6942,4.408451921414991,3961,7.726113845765493,254.15,5,7647158
"EIHOTEL","EIH Limited",7972058,1904152,4.186669702837892,1022120,7.799529292243849,324.2,3.86,2749084480
"RUBYMILLS","The Ruby Mills Limited",2709136,671166,4.036461918511963,341058,7.943315312969677,228.5,12.08,627896450
"SBIETFPB","SBI Mutual Fund - SBI ETF Private Bank - SBI ETF Private Bank",100143,25256,3.9650230038880925,102046,0.9813477006538203,304.04,6.53,28642900
"TOTAL","Total Transport Systems Limited",47441,12314,3.8523565141130995,16011,2.962914387069375,66,5.16,3189458
"GROBTEA","The Grob Tea Company Limited",130,35,3.672316384180791,97,1.3360739979445015,893,-5,117678
"EIHAHOTELS","EIH Associated Hotels Limited",152747,41755,3.6581551519331725,28552,5.34972664198681,324,3.04,50389707
"MAZDOCK","Mazagon Dock Shipbuilders Limited",9407750,2645370,3.5563075444034262,1699509,5.535567436629955,2356,8.8,21960510825
"ORCHASP","Orchasp Limited",2303982,659305,3.4945585173248945,420082,5.484598014388612,2.33,-8.98,5137879
"AARVI","Aarvi Encon Limited",80259,23770,3.3764829617164493,16616,4.830165741866371,130,10.86,10357423
"SBIETFQLTY","SBI Mutual Fund - SBI - ETF Quality - SBI-ETF Quality",27783,8231,3.375410035232657,5576,4.981889255487018,215.85,1.04,5946951
"TATAINVEST","Tata Investment Corporation Limited",4620665,1391569,3.3204703983861674,4856265,0.9514853297444573,660,5.49,3024825928
"SAGARDEEP","Sagardeep Alloys Limited",52996,16167,3.277994952743827,11327,4.678484409760232,23.6,4.66,1324900
"RVTH","Revathi Equipment India Limited",6603,2072,3.1864684875977223,1355,4.87162461266047,624.85,7.1,4111886
"ESSARSHPNG","Essar Shipping Limited",1568011,496438,3.158519502713931,336092,4.665410862714108,25.55,8.49,40972127
"AAKASH","Aakash Exploration Services Limited",5735360,1870280,3.066577282574604,1093358,5.245635831763857,11.9,19.96,65784579
"HDFCLIQUID","HDFC Nifty 1D Rate Liquid ETF - Growth",169901,55594,3.056081188033327,57187,2.9709308628763478,1050.64,0.01,178509883
"LLOYDSENT","Lloyds Enterprises Limited",29267270,9641568,3.0355300499767246,6008462,4.871007939002302,49.25,6.88,1380244453
"MOGSEC","Motilal Oswal Mutual Fund - Motilal Oswal 5 Year G Sec ETF - Growth",102413,33970,3.0148071828083602,24241,4.224749599854793,63.61,0.09,6526780
"HATSUN","Hatsun Agro Product Limited",134782,45522,2.9607971495226506,28959,4.654219226426235,920,2.01,122449447
