"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited",31062375,318320,97.58199866015646,243439,127.59807033742851,382,10.58,12103454418
"KNRCON","KNR Constructions Limited",122305524,1796149,68.09318546329042,1412726,86.57411611402885,113,3.08,14460182102
"GANECOS","Ganesha Ecosphere Limited",6248914,160460,38.94374922098965,787082,7.939343041766931,838,7.34,5286268798
"GTECJAINX","G-TEC JAINX EDUCATION LIMITED",120226,3478,34.565083015884426,4013,29.95830333905532,17.17,-11.59,2204944
"JNKINDIA","JNK India Limited",3578531,139624,25.629724062976166,133330,26.839496923691037,210,-4.17,788636661
"AHLEAST","Asian Hotels (East) Limited",30520,1213,25.155573871831855,14230,2.1447478351851705,150.05,6.03,4558772
"HDFCLOWVOL","HDFC Mutual Fund - HDFC NIFTY100 Low Volatility 30 ETF",222624,9098,24.46753674955351,18440,12.072521314735035,19.2,0.21,4134127
"SRGHFL","SRG Housing Finance Limited",84442,3959,21.326430104811212,3392,24.892011398250958,253.95,9.18,19468947
"WEL","Wonder Electricals Limited",1101589,57217,19.252658714554112,44496,24.756539783055995,95.94,-20,111877378
"SECMARK","SecMark Consultancy Limited",36937,2103,17.559781316852863,1552,23.787692307692307,111,13.81,4059006
"SHAHALLOYS","Shah Alloys Limited",62271,4139,15.044029715528175,11972,5.201048675235488,60,3.72,3513952
"NEXT50ADD","DSP Mutual Fund - DSP Nifty Next 50 ETF",207984,13876,14.98821749000108,10141,20.507647136158464,60.83,-13.51,12880449
"DWARKESH","Dwarikesh Sugar Industries Limited",28984353,1952780,14.842606734346232,1393662,20.797251510886902,45.4,7.97,1352699754
"EQUAL200","Mirae Asset Mutual Fund - Mirae Asset BSE 200 Equal Weight ETF",309615,21365,14.491352881982635,37599,8.234514490376688,11.84,-2.39,3675130
"DHUNINV","Dhunseri Investments Limited",61223,5121,11.95411500536952,3670,16.678481702333748,683,0.23,45390732
"EPL","EPL Limited",8269617,709403,11.657145636138543,672330,12.299935497955618,205,3.23,1690888587
"MOQUALITY","Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Quality ETF",32326,2859,11.303785295917475,3112,10.385678078035198,178.35,-1.09,5784737
"EBANKNIFTY","Edelweiss Mutual Fund - Edelweiss Nifty Bank ETF",41070,3790,10.83641160949868,10453,3.9287650266254266,50.85,-3.64,2096212
"PRIMESECU","Prime Securities Limited",110831,10628,10.427717928211884,31874,3.477063100873554,269,0.26,29801347
"GREENLAM","Greenlam Industries Limited",783573,77203,10.149482049007004,156434,5.0089686385312655,205,1.31,156816464
"ARROWGREEN","Arrow Greentech Limited",879464,87053,10.102569109800296,97774,8.994804380139367,464.2,19.99,386278178
"GROWWMC150","Groww Mutual Fund - Groww Nifty Midcap 150 ETF",31068,3646,8.5193665592651,2746,11.310249979775099,195.67,-2.27,6066337
"DBOL","Dhampur Bio Organics Limited",3637912,453346,8.024581666100506,269510,13.498206008665083,117,10.33,414867484
"IRB","IRB Infrastructure Developers Limited",104692549,13284587,7.880752862683031,10000294,10.468946415045636,21.75,6.25,2318939960
"STEELCAS","Steelcast Limited",364120,49824,7.308051259922327,41785,8.714039178980453,224.5,-1.56,84712518
