"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"ARVSMART","Arvind SmartSpaces Limited",4532695,41091,110.30870506923657,88033,51.48853101844647,521,3.92,2527702693
"MHLXMIRU","Mahalaxmi Rubtech Limited",180873,2067,87.47122545700745,6392,28.29677722152691,165,1.56,29742756
"FACT","Fertilizers and Chemicals Travancore Limited",8171712,136550,59.84410106188209,106429,76.78073310707964,794.5,20,6244577159
"RCF","Rashtriya Chemicals and Fertilizers Limited",68573618,1447370,47.37806474720434,1030254,66.55986266698297,127.7,16.14,8523700717
"NFL","National Fertilizers Limited",40634871,861682,47.15757468989749,716641,56.7018269809457,77.9,11.49,3188618327
"BOROLTD","Borosil Limited",5533052,118241,46.79461981103034,94634,58.46759902572529,255,13.14,1400304800
"JAGSNPHARM","Jagsonpal Pharmaceuticals Limited",1998373,79901,25.01048792636925,51766,38.603445844529396,177.89,5.72,366901282
"HAPPSTMNDS","Happiest Minds Technologies Limited",20824187,845532,24.628496703023256,664275,31.348715804102994,400.05,17.47,8117268092
"AIIL","Authum Investment & Infrastructure Limited",6762223,301541,22.425550754292118,323847,20.88091907598341,486.35,20,3185209899
"MADRASFERT","Madras Fertilizers Limited",1951875,90800,21.496420704845814,68641,28.435744504790097,66.9,11.97,131322150
"RITCO","Ritco Logistics Limited",666614,34274,19.449440103634803,70121,9.50650224822773,215,15.74,142008780
"TVSELECT","TVS Electronics Limited",469654,24322,19.30968415686081,16437,28.571932642234877,393,15.11,185917232
"MON50EQUAL","Motilal Oswal Mutual Fund - Motilal Oswal Nifty 50 Equal Weight ETF",119005,8359,14.236410182792612,4900,24.284256708499132,32.21,1.07,3818870
"ABSLAMC","Aditya Birla Sun Life AMC Limited",5492707,410059,13.394912246817045,387587,14.171520406865337,980,12.37,5456510060
"HGS","Hinduja Global Solutions Limited",1078707,81629,13.21475211015693,48935,22.043535035036058,381,9.74,421742075
"DCMFINSERV","DCM Financial Services Limited",137926,10738,12.84394613823031,13341,10.338505359418335,4.69,19.95,641355
"STALLION","Stallion India Fluorochemicals Limited",9163749,726363,12.615921938841115,832606,11.006095675184934,106.2,4.29,955320833
"DCMNVL","DCM Nouvelle Limited",83076,6959,11.93654990085922,7160,11.601497039436934,115,-5.24,9444910
"TOP15IETF","ICICI Prudential MF - ICICI Prudential Nifty Top 15 Equal Weight ETF",1168546,101529,11.509389361547052,86970,13.43616549116824,10.11,1,11767258
"AKSHARCHEM","AksharChem India Limited",45712,4140,11.041012511472875,2736,16.70271850336159,177.9,-6.94,8340154
"REDINGTON","Redington Limited",75960096,7693212,9.873651220132698,13618967,5.577522501118881,257.4,10.78,19795201017
"JINDALPHOT","Jindal Photo Limited",287625,29364,9.795023906499026,17705,16.24458513828724,1256,10.53,371203072
"CGCL","Capri Global Capital Limited",9746768,1019630,9.559116801712307,1019417,9.561115986444806,165,5.95,1615526796
"KSHINTL","KSH International Limited",1056295,111495,9.473905603111165,114731,9.206701583092988,398,6.23,412705019
"DCM","DCM  Limited",195244,20715,9.425065410274481,13190,14.802313856604574,61,-5.29,12366754
