"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"EXPLEOSOL","Expleo Solutions Limited",1638180,13188,124.21181929848505,13115,124.90888295844452,874.85,3.84,1542018834
"MAPMYINDIA","C.E. Info Systems Limited",7488732,95931,78.06324506210674,93672,79.94622851103554,1056,10.41,8062668420
"JINDWORLD","Jindal Worldwide Limited",20194442,355939,56.735682237686795,503588,40.10106528741049,29.9,11.44,610477981
"NIVABUPA","Niva Bupa Health Insurance Company Limited",55629768,1480678,37.5704697442658,1178820,47.191040008445356,83.7,2.96,4804743062
"DBCORP","D.B.Corp Limited",2433871,74027,32.878152565955666,76545,31.796326375975998,230.1,-0.59,575026362
"SASKEN","Sasken Technologies Limited",630253,22590,27.898657860722064,18836,33.460023359524314,1634.6,20,999442602
"AFFLE","Affle 3i Limited",8858170,334928,26.44796705681994,277365,31.9368446016023,1642,9.01,14557250832
"ADVENZYMES","Advanced Enzyme Technologies Limited",7986938,316580,25.228798263441618,514199,15.532776220879464,390,9.17,3220173662
"WILLAMAGOR","Williamson Magor & Company Limited",60360,2478,24.352457032195595,14772,4.086078120181423,27.65,-1.25,1708791
"MUNJALAU","Munjal Auto Industries Limited",3801423,178838,21.256237488676902,140997,26.96097795464844,93,8.96,356915605
"KALPATARU","Kalpataru Limited",5002557,237491,21.06419611690548,142811,35.0291044212921,383.9,-0.32,65863585
"RAIN","Rain Industries Limited",87614701,4263153,20.551618198866596,3445058,25.431991818748962,163.95,14,14317994437
"QUICKHEAL","Quick Heal Technologies Limited",43004210,2112066,20.36119785605266,1239312,34.70005501258225,213.3,-0.56,9832912616
"BIRLACORPN","Birla Corporation Limited",1401357,70155,19.974927233386264,67423,20.784519979960713,1070.5,7.59,1488283174
"GRINDWELL","Grindwell Norton Limited",1060154,59777,17.73514897033976,136938,7.741828850919229,1806,7.19,1929596896
"IOLCP","IOL Chemicals and Pharmaceuticals Limited",19926463,1160914,17.164449105136743,1523363,13.080567682308901,108.65,12.14,2158235207
"QUAL30IETF","ICICI Prudential MF - ICICI Prudential Nifty 200 Quality 30 ETF",1442814,84162,17.14321359657044,98960,14.579655014837527,21.1,-1.08,30327950
"LATTEYS","Latteys Industries Limited",1007312,59284,16.99112417052658,51546,19.541959195111172,26.19,19.97,25575651
"AXISBNKETF","AXIS MUTUAL FUND - Axis NIFTY Bank ETF",10451,671,15.575260804769002,1342,7.787630402384501,561,-1.35,5859248
"JBMA","JBM Auto Limited",15067166,995321,15.137996686496116,1002635,15.027565026695761,684,5.25,10294189154
"GSEC10IETF","ICICI Pru Mutual Fund-ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF",1084,74,14.64864864864865,145,7.441647597254004,261,0.61,280051
"EUROBOND","Euro Panel Products Limited",48559,3503,13.861326786937656,4743,10.237075730247593,187.8,7.04,9082475
"PVRINOX","PVR INOX Limited",2370548,177994,13.318119354450875,326345,7.263924922066196,1023,-4.73,2497301201
"NDRAUTO","Ndr Auto Components Limited",330748,25929,12.755615204245341,34523,9.580511543029285,852.2,3.69,277669560
"NORTHARC","Northern Arc Capital Limited",9253727,728753,12.698018918877382,561259,16.48742887030283,313.4,9.08,2879297156
