"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"BANK10ADD","DSP Mutual Fund - DSP BSE Top 10 Banks ETF",47545940,33687,1411.3927376084423,36738,1294.1857532141917,16.26,-0.61,774998822
"EBANKNIFTY","Edelweiss Mutual Fund - Edelweiss Nifty Bank ETF",368572,3753,98.20075934190368,5850,63.00017093043132,55.33,0.02,20241974
"SIS","SIS LIMITED",3632313,58298,62.30596246869533,57141,63.567419837828375,404,13.66,1472394397
"BOMDYEING","Bombay Dyeing & Mfg Company Limited",26926546,446336,60.32797264840838,624904,43.08907676162996,127.5,12.77,3443366702
"LALPATHLAB","Dr. Lal Path Labs Ltd.",8280710,220101,37.62219064591717,331382,24.988353515320483,1564,14.39,12933226913
"IFBAGRO","IFB Agro Industries Limited",459374,13611,33.74834242474333,18207,25.22954781229023,1039.6,20,466641296
"ESABINDIA","Esab India Limited",145527,4803,30.299188007495314,4878,29.8285772848391,7040,12.33,1016177203
"VARDHACRLC","Vardhman Acrylics Limited",695635,24683,28.18247191921647,19977,34.82043937708565,42.87,14.72,28973197
"EQUITASBNK","Equitas Small Finance Bank Limited",51260989,1822244,28.13069435267725,1854706,27.638325159634398,71.4,6.81,3716934312
"ATAM","Atam Valves Limited",132776,5281,25.14220791516758,6157,21.564658750496264,78.6,14.68,10434865
"IWP","The Indian Wood Products Company Limited",48276,2640,18.286363636363635,2201,21.928131624104168,33.51,-1.3,1747108
"STANLEY","Stanley Lifestyles Limited",2994289,168685,17.750745841737793,247773,12.084769529911693,166.35,20,481391842
"EPIGRAL","Epigral Limited",838018,51207,16.365061929102527,52549,15.947295974356317,1328.5,9.28,1129924809
"DBREALTY","Valor Estate Limited",17245104,1248469,13.812998598083214,1495761,11.529314426476057,124.28,20,2095107684
"ONWARDTEC","Onward Technologies Limited",431514,31302,13.785398813184356,28819,14.97295817654679,252.32,3.99,110346760
"MOMNC","Motilal Oswal Mutual Fund - Motilal Oswal Nifty MNC ETF",22679,1778,12.753549838324195,13926,1.6285235568675949,32.01,0.38,734799
"ASTERDM","Aster DM Healthcare Limited",11163925,883065,12.642235303543366,751933,14.846965554560262,741,5.7,8386898656
"CHOLAHLDNG","Cholamandalam Financial Holdings Limited",2814844,227228,12.387710622005358,199474,14.111324944980328,1670,7.32,4762687899
"DCMNVL","DCM Nouvelle Limited",136899,11192,12.231042415849545,10507,13.028762676197829,171,19.92,22350130
"PKTEA","The Peria Karamalai Tea & Produce Company Limited",1130,103,10.944309927360775,83,13.47019867549669,869,10,962240
"UNIVCABLES","Universal Cables Limited",981793,97493,10.070317328033848,86638,11.33202735752146,985,17.62,939222455
"ORIENTHOT","Oriental Hotels Limited",1380991,148498,9.29968097374557,167238,8.25762784158858,99.5,0.15,136041423
"ECAPINSURE","Edelweiss Mutual Fund - Edelweiss BSE Capital Markets & Insurance ETF",467582,51387,9.099138895645828,66389,7.043064363072196,23.8,0.46,11020907
"CROWN","Crown Lifters Limited",115222,12701,9.071705540793229,23470,4.909261337007002,139.89,7.5,16152972
"SINCLAIR","Sinclairs Hotels Limited",85988,9547,9.006808421493663,17146,5.0149172487979365,82.01,3.18,7044996
