"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"FOSECOIND","Foseco India Limited",163242,3352,48.69745935464625,2788,58.543250609668625,5433,13.1,888091982
"TEXRAIL","Texmaco Rail & Engineering Limited",101924758,3335966,30.553291827121164,2833441,35.9720745219629,119.8,13.33,12172873847
"JARO","Jaro Institute of Technology Management and Research Limited",4659229,156982,29.67998912827678,171191,27.216426254061233,491.45,20,2161742479
"PINELABS","Pine Labs Limited",34011398,1204062,28.24721093442988,1332643,25.521747071498027,165,-12.24,5561543800
"RANEHOLDIN","Rane Holdings Limited",375141,17967,20.879058290972505,14728,25.47110625267346,1217,9.74,471548485
"RITCO","Ritco Logistics Limited",1422529,79610,17.868535479886532,62855,22.631770699096656,267.4,13.85,379146654
"UNIONGOLD","Union Mutual Fund - Union Gold ETF",63983,3606,17.74184305388668,3471,18.43199953907758,157.1,6.62,9994784
"BERGEPAINT","Berger Paints (I) Limited",9314433,529435,17.593145779213827,375782,24.786799261273824,512.8,5.06,4832327840
"IIFL","IIFL Finance Limited",35295553,2139337,16.498360473361608,4046413,8.722675556448308,462.5,3.77,16764681763
"VERANDA","Veranda Learning Solutions Limited",6527282,440370,14.822250809261746,618866,10.547156777754168,241.15,12.51,1491418664
"PYRAMID","Pyramid Technoplast Limited",527474,40763,12.939966227681035,36656,14.389644401402206,173.89,-0.77,95288178
"SUPREME","Supreme Holdings & Hospitality (India) Limited",527584,41491,12.71557399767822,34366,15.351515557120369,53.68,7.7,28257399
"JINDRILL","Jindal Drilling And Industries Limited",35149589,3104133,11.323480340565304,1993098,17.63565160656393,629,10,22592046833
"JETFREIGHT","Jet Freight Logistics Limited",801962,71874,11.157758046975182,76799,10.442322315857457,21.4,11.34,17009614
"VGL","VARVEE GLOBAL LIMITED",1110481,99629,11.14610632393016,106251,10.451398986747531,62.99,7.6,71248460
"HSBCGOLD","HSBC Mutual Fund - HSBC Gold ETF",430450,39900,10.787995238194691,26780,16.073562359970126,139,6.25,58752120
"HAWKINCOOK","Hawkins Cookers Limited",5315,499,10.647746243739565,417,12.718353673127542,7207,-1.21,38765271
"ARVEE","Arvee Laboratories (India) Limited",3740,360,10.369685767097966,952,3.9285714285714284,168,4.89,626674
"SHARDACROP","Sharda Cropchem Limited",3721467,365234,10.189263052699067,360844,10.313215249227852,1196,4.02,4299857401
"KALPATARU","Kalpataru Limited",3118153,311453,10.011632573775177,201269,15.492396031398634,349.9,-7.74,1180345636
"SAIL","Steel Authority of India Limited",173466903,17394239,9.972663728005434,20639425,8.404638274519389,201.35,14.34,33893698177
"CHOICEGOLD","Choice Mutual Fund - Choice Gold ETF",88427,8868,9.970720890024806,9558,9.251234516237027,155.99,4.36,13744208
"INDPRUD","Industrial & Prudential Investment Company Limited",88,9,9.361702127659575,82,1.065948855989233,6560,0.54,580939
"ITADD","DSP Mutual Fund - DSP Nifty IT ETF",1591813,174231,9.136221453128318,259291,6.139093806500182,29.9,0.27,47213173
"SBIETFPB","SBI Mutual Fund - SBI ETF Private Bank - SBI ETF Private Bank",53197,6229,8.539072741378849,9954,5.344068954432211,263.01,-0.33,14023261
