"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"KROSS","Kross Limited",14725841,174585,84.3476873729129,167681,87.82046526384592,216.2,10.76,3226579021
"CRAFTSMAN","Craftsman Automation Limited",1672385,26187,63.86220090577911,21316,78.45384860767095,8726,12.24,14212663579
"SCILAL","Shipping Corporation of India Land and Assets Limited",23413157,391578,59.79174796158317,370852,63.13340816999553,52.04,12.59,1227317689
"ARVIND","Arvind Limited",12033925,355217,33.87763380960505,298976,40.250458146989004,448,14.96,5271340507
"TOUCHWOOD","Touchwood Entertainment Limited",104573,3165,33.04044233807267,2108,49.593569192829364,79.86,4.76,8648187
"HARSHA","Harsha Engineers International Limited",2288320,75580,30.276472331597443,52407,43.66414602545829,439.65,11.93,1010018681
"INDOCO","Indoco Remedies Limited",1430475,50307,28.434683565439677,37071,38.58712804784294,246.8,7.92,367331675
"KANSAINER","Kansai Nerolac Paints Limited",8712846,339399,25.671365358925208,288254,30.226195712959505,212.06,5.28,1871606449
"ORIENTTECH","Orient Technologies Limited",3933275,165866,23.713512803075247,169818,23.16164022176618,310.2,8.86,1249011476
"TAMBOLIIN","Tamboli Industries Limited",67712,3067,22.077600260841212,2718,24.90785359573294,183.55,12.63,12314104
"APCOTEXIND","Apcotex Industries Limited",815089,37725,21.60584115741649,29294,27.824340054823328,511.35,19.99,414505360
"WONDERLA","Wonderla Holidays Limited",1233449,57617,21.407429648476686,60072,20.532809740295413,522,-1.34,665334725
"UDS","Updater Services Limited",1866832,92283,20.2293370205259,109598,17.033340723931943,165.22,4.36,303584219
"RGL","Renaissance Global Limited",6788959,341575,19.875433066901188,345612,19.643279478189868,112,8.62,750315748
"ABLBL","Aditya Birla Lifestyle Brands Limited",21236699,1134746,18.71493290746424,832254,25.517076268986983,118.55,10.18,2481083544
"GODREJIND","Godrej Industries Limited",2495313,145342,17.16849017425036,430385,5.797858337633744,1226.85,20,2944444386
"RSYSTEMS","R Systems International Limited",5735940,336239,17.059085247543717,299613,19.144438892855103,302.2,4.77,1759556954
"APTUS","Aptus Value Housing Finance India Limited",21233720,1269406,16.72728028986142,1263072,16.811167500071058,276.95,3.57,6018273259
"STYLAMIND","Stylam Industries Limited",566223,34895,16.2263864371031,29955,18.902453680520782,2640,13.67,1458069522
"RELAXO","Relaxo Footwears Limited",1249179,78206,15.97288961744721,77966,16.022037726556217,305,1.04,381461791
"BI","Bilcare Limited",47593,3103,15.336749162155195,5030,9.460512453535292,69.15,12.86,3245842
"SMARTLINK","Smartlink Holdings Limited",69114,4927,14.025325703153538,5245,13.176116216113165,152,11.37,10237856
"PPLPHARMA","Piramal Pharma Limited",51282224,3927536,13.057097064714664,10324743,4.966924747331495,183.6,11.14,9494903773
"BESTAGRO","Best Agrolife Limited",3494651,271345,12.878995374891742,298519,11.706597016345315,19.7,7.01,69962913
"EMUDHRA","eMudhra Limited",866819,67562,12.829826472555904,71256,12.164719717977793,537.8,6.99,461477099
