"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"AMNPLST","Amines & Plasticizers Limited",432461,3104,139.30881563405993,5441,79.47605395670232,202.09,20,85186167
"SAREGAMA","Saregama India Limited",38733636,370831,104.45086465673732,314258,123.25417761573127,385.8,15.15,14525888172
"PNBGILTS","PNB Gilts Limited",20143763,272072,74.0381270456379,285020,70.67468736503183,81.09,17.2,1580479644
"BAJEL","Bajel Projects Limited",12240699,216723,56.48071851921919,482174,25.38646087109993,182,7.04,2342012939
"INDOAMIN","Indo Amines Limited",2794880,93210,29.984604738736515,101865,27.437044250637115,128,8.81,366604409
"SREEL","Sreeleathers Limited",234094,8898,26.306145000280935,7423,31.53630607571063,190.1,6.36,47626424
"GILT10BETA","UTI Mutual Fund - UTI Nifty 10 yr Benchmark G-Sec ETF",27543,1058,26.02898094188061,1452,18.95725789799711,26.02,-0.54,716393
"ALKYLAMINE","Alkyl Amines Chemicals Limited",5104689,199402,25.599924775266107,151446,33.70617517582093,1760,7.53,9337343978
"BLACKROSE","Black Rose Inds. Limited",224168,8887,25.22189510004313,7753,28.910354789202852,102.92,20,23057920
"CAPLIPOINT","Caplin Point Laboratories Limited",2271123,103627,21.9162543987751,92694,24.50105669243939,2024,9.89,4532480171
"SUNCLAY","Sundaram Clayton Limited",107857,5898,18.28497965641953,6411,16.823478030291213,1455.1,0.3,159901238
"INTERARCH","Interarch Building Solutions Limited",1006903,57119,17.628059384446598,66067,15.240611438976435,1795,-11.91,1789699599
"MODINATUR","Modi Naturals Limited",112710,6512,17.306717850287907,7843,14.369310793237972,447.4,19.99,50309235
"DIAMINESQ","Diamines & Chemicals Limited",53926,3187,16.920614998431127,2786,19.35120393296731,288,10.6,15605105
"DAVANGERE","Davangere Sugar Company Limited",92887600,5964434,15.573581232419224,6774482,13.711394798557446,3.81,6.42,347399624
"NLCINDIA","NLC India Limited",81913146,5311417,15.422087122628215,5111934,16.023903984370378,373.3,14.61,30502817307
"EMMBI","Emmbi Industries Limited",194577,12654,15.375706251893217,11124,17.490539070716515,86.9,3.92,16558502
"SMARTLINK","Smartlink Holdings Limited",577203,40550,14.23429414593446,25619,22.530006674655436,184.95,3.8,109368424
"VENKEYS","Venky's (India) Limited",1281761,105157,12.188944854234752,76743,16.70186178391423,1595,-6.7,2163548479
"DCM","DCM  Limited",51835,4525,11.454826709881772,6516,7.95393515321702,86,7.61,4462993
"BALAMINES","Balaji Amines Limited",1772941,181880,9.747861227182758,221406,8.00763935246619,1623.4,19.99,2843265481
"RPEL","Raghav Productivity Enhancers Limited",2261148,232767,9.714191199372765,192008,11.776278887362917,814,9.91,1824995162
"CARERATING","CARE Ratings Limited",564759,58648,9.629528378025077,66815,8.45248945981259,1728,7.45,980670117
"HDFCNIFIT","HDFC Mutual Fund - HDFC NIFTY IT ETF",1964893,208755,9.41242811555163,167215,11.750677121052918,29.5,-0.81,57433822
"FMNL","Future Market Networks Limited",506193,54229,9.334216406098735,59968,8.441009666773946,10.53,9.92,5309964
