"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"ABSL10BANK","Aditya Birla Sun Life MF - Aditya Birla Sun Life BSE Top 10 Banks ETF",891247,1615,551.6849272671,1261,706.5538290788013,160.1,-0.65,143980952
"ARIHANTSUP","Arihant Superstructures Limited",806334,12710,63.440912667191185,30264,26.643338620142742,270,4.59,221556393
"PGIL","Pearl Global Industries Limited",1917483,35292,54.33168833499408,28949,66.2361308775372,1680,9.89,3252223741
"PRICOLLTD","Pricol Limited",14957333,424657,35.222081934985304,348393,42.932247091582255,614,7.35,9383782004
"SOLARA","Solara Active Pharma Sciences Limited",4013707,120233,33.38260135486366,124559,32.223107115532365,577.05,13.66,2311212901
"SFL","Sheela Foam Limited",5074176,158900,31.93303985827609,133115,38.11848171405519,608,11.9,3174303022
"PVTBANKADD","DSP Mutual Fund - DSP Nifty Private Bank ETF",8554420,273525,31.274670917336774,205437,41.639931093532404,27,1.77,227718660
"LOWVOL","Mirae Asset Mutual Fund - Mirae Asset Nifty 100 Low Volatility 30 ETF",14079,511,27.54287577437235,550,25.598181818181818,201,0.4,2821572
"HESTERBIO","Hester Biosciences Limited",187800,7722,24.317500053952564,5248,35.78506097560975,1824,4.82,360970380
"MPSLTD","MPS Limited",320380,13485,23.757662645837453,12126,26.420260095824776,1810,10.78,590780720
"NAZARA","Nazara Technologies Limited",58867578,2569113,22.913574733491096,2171900,27.104179362921062,303,13.91,17268215330
"NOIDATOLL","Noida Toll Bridge Company Limited",4132860,187923,21.992227340533656,147062,28.10278365019451,4.78,14.63,20292342
"TEAMGTY","Team India Guaranty Limited",24091,1220,19.738631708316262,960,25.084339858392337,269,12.81,6154045
"BTTL","Bhilwara Technical Textiles Limited",127960,6682,19.148999850351675,5878,21.766717131338563,36.66,11.12,4678217
"GESHIP","The Great Eastern Shipping Company Limited",9754062,569800,17.11838090700166,605744,16.102614305713306,1550.7,4.43,15396104082
"SHADOWFAX","Shadowfax Technologies Limited",25861859,1583022,16.337011177772144,1857142,13.925617562936871,189,14.93,4765047520
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited",9497223,616573,15.403220971373258,597439,15.896554142505906,452.25,6.51,4272800627
"DCAL","Dishman Carbogen Amcis Limited",2958960,196154,15.084856651990014,232889,12.7054246756509,194.35,9.41,577411454
"SAREGAMA","Saregama India Limited",95651377,6798838,14.06878273246147,4159507,22.995840829913597,402.2,4.59,40464358526
"BHARATCOAL","Bharat Coking Coal Limited",244694722,17500396,13.982239144759925,12875145,19.005200818976387,38.22,7.3,9499049108
"WAKEFIT","Wakefit Innovations Limited",7962925,645607,12.334000060924515,496693,16.031881658915736,143.56,19.99,1090522578
"RHETAN","Rhetan TMT Limited",24064389,1985602,12.11944033103641,4758619,5.057010440590797,26.55,0.72,650219790
"CINELINE","Cineline India Limited",115550,9596,12.041475614839516,14204,8.134803300385796,79,-8.64,9839082
"SAILIFE","Sai Life Sciences Limited",7027861,604847,11.619231188917093,667763,10.524471377454123,1074,-3.46,7181490041
"JPPOWER","Jaiprakash Power Ventures Limited",738085898,68567831,10.764317372265928,102557429,7.196805718704931,18.95,6.1,14385294152
