"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"SVLL","Shree Vasu Logistics Limited",134036,331,403.9662447257384,421,318.2912928759894,580,9.06,83256461
"TTKPRESTIG","TTK Prestige Limited",14367833,84986,169.05984860370253,69389,207.0594279570946,529,2.04,8060641669
"BUTTERFLY","Butterfly Gandhimathi Appliances Limited",4911028,31213,157.33582511933875,25979,189.03401130117476,720,16.03,3479856220
"JINDRILL","Jindal Drilling And Industries Limited",17999572,129934,138.52768759724427,205762,87.47750195249567,579.5,9.26,10453251439
"SASKEN","Sasken Technologies Limited",6430891,123867,51.91736084294147,79977,80.40855138369821,1804.9,10.42,11667501232
"MOMOMENTUM","Motilal Oswal Mutual Fund - Motilal Oswal Nifty 200 Momentum 30 ETF",5090810,121645,41.84943997259805,97329,52.30517112063208,60.37,-2.03,307892188
"SATIN","Satin Creditcare Network Limited",31138945,853637,36.47794877802346,715546,43.51768556330829,225.77,5.17,7323257085
"MOTOUR","Motilal Oswal Mutual Fund - Motilal Oswal Nifty India Tourism ETF",1114383,34468,32.33047565168197,31216,35.698296104328776,71.3,-2.97,79277206
"MSCIADD","DSP Mutual Fund - DSP MSCI India ETF",16861,537,31.379032258064516,1765,9.551351045148133,28.32,-2.65,481887
"NIITMTS","NIIT Learning Systems Limited",1904560,81860,23.265874534778607,120741,15.773916255525252,273.7,-8.63,550722569
"FEDFINA","Fedbank Financial Services Limited",28864538,1410054,20.470509890396684,1784988,16.170716422663187,150,-1.54,487580342
"GROWW","Billionbrains Garage Ventures Limited",542126346,28274016,19.174012733257673,30081984,18.02162827374884,183.89,-4.98,98683258762
"ETHOSLTD","Ethos Limited",282504,16034,17.618510087623562,30253,9.337956520445703,2353,-0.28,669494929
"KIRANVYPAR","Kiran Vyapar Limited",14087,803,17.54296388542964,747,18.85809906291834,199,0.6,2698083
"UNIDT","United Drilling Tools Limited",78028,4961,15.725639044707938,9369,8.328139008666696,214,5.51,16900864
"AFCONS","Afcons Infrastructure Limited",11906389,843339,14.118147380769623,890576,13.369308165959502,335.6,2.74,4054839837
"PANSARI","Pansari Developers Limited",16856,1233,13.667027027027027,6306,2.6727979069214305,268,-9.67,4611633
"CORONA","CORONA Remedies Limited",265583,20033,13.256724041829239,21885,12.135334085747838,1640,-6.6,466063639
"KRYSTAL","Krystal Integrated Services Limited",435321,33161,13.127301237881278,58979,7.380874064930925,622.8,5.62,267600525
"GROWWLIQID","Groww Mutual Fund - Groww Nifty 1D Rate Liquid ETF",3309316,258590,12.797507515094642,288318,11.477990998840172,109.02,0.02,360781630
"STOVEKRAFT","Stove Kraft Limited",1667550,130705,12.75805435622531,111706,14.927998624964415,565,1.87,968279583
"ARFIN","Arfin India Limited",16687847,1518479,10.989843784471171,1387400,12.028139675601961,98.37,2.54,1692314564
"GANDHITUBE","Gandhi Special Tubes Limited",45818,4277,10.71181421446384,4245,10.791116135566076,882,1.07,41471704
"ALPHAGEO","Alphageo (India) Limited",54251,5267,10.298541462334294,5092,10.652489789506754,235,2.9,12872134
"GREENLAM","Greenlam Industries Limited",1156423,113592,10.180437117419551,91635,12.61980060151295,218,-4.53,254389931
