"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"ASTEC","Astec LifeSciences Limited",2406169,30205,79.66022631714858,48465,49.64704790005261,746.7,10.49,1841705814
"GEECEE","GeeCee Ventures Limited",308700,4152,74.33538817183587,3655,84.45502298095863,332,10.43,107375121
"GLAND","Gland Pharma Limited",7132093,134752,52.927548385181666,186123,38.319163522695156,2153,15.24,15165111987
"ARIHANTSUP","Arihant Superstructures Limited",8240130,173131,47.59454935488454,107314,76.78501374001415,252.5,-6.06,2334346427
"SUVEN","Suven Life Sciences Limited",17291559,411627,42.00781435240431,379533,45.56000955909844,253.38,20,4155334543
"KILITCH","Kilitch Drugs (India) Limited",1764616,54511,32.37126640470504,55172,31.983672995918248,167.6,9.06,308401938
"PIONRINV","Pioneer Investcorp Limited",30039,935,32.11353431686979,1488,20.1875,119.9,10,3569834
"SOMANYCERA","Somany Ceramics Limited",1595368,53747,29.682480027089483,45302,35.21597089778908,446.5,0.19,730519007
"SOLEX","Solex Energy Limited",777752,42453,18.32030716321579,57618,13.498256642374784,1365.1,3.69,1085119590
"PDSL","PDS Limited",857754,55974,15.32409574411068,64810,13.23486117925882,296.3,5.73,256399825
"SANSTAR","Sanstar Limited",7384664,496164,14.883514321877444,361922,20.40399820514011,110.99,10.36,806405308
"FCL","Fineotex Chemical Limited",98963995,7011556,14.114411887209522,10519968,9.407252474532243,30.52,19.97,2879852254
"MIDCAPADD","DSP Mutual Fund - DSP Nifty Midcap 150 ETF",313708,22417,13.993826279351937,25287,12.405851204764485,22.29,-0.4,6892164
"WHEELS","Wheels India Limited",2846452,208261,13.667701905107624,185359,15.356369264732301,1600,9.04,4531608513
"EMKAY","Emkay Global Financial Services Limited",591075,43283,13.655865038952397,33602,17.59036610698109,207.14,6.42,128535169
"MON50EQUAL","Motilal Oswal Mutual Fund - Motilal Oswal Nifty 50 Equal Weight ETF",75560,5579,13.541704003727732,6413,11.780847547475755,32.87,0.46,2438321
"RAYMOND","Raymond Limited",6228176,469140,13.27571874006161,1497980,4.157715281187925,508,12.01,3069743386
"SCANSTL","Scan Steels Limited",459888,35633,12.905948846320067,46337,9.924812030075188,39.39,7.48,18492096
"WAKEFIT","Wakefit Innovations Limited",27914742,2173395,12.843837279891678,1266949,22.03303446585677,149.2,4.15,4346325329
"AUTOIND","Autoline Industries Limited",1286334,107757,11.93731474590144,396967,3.2403980271452677,78.8,8.03,102327869
"JSWSTEEL","JSW Steel Limited",27965138,2406025,11.622958490303803,1862554,15.014401459329266,1289,0.8,3807415100
"WIPL","The Western India Plywoods Limited",6765,593,11.408094435075885,519,13.034682080924856,145,-5.1,978692
"HIRECT","Hind Rectifiers Limited",1289121,126117,10.221578907305563,117386,10.981822487707307,910.05,-3.84,1107058441
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited",6777357,706856,9.58803065971004,1140706,5.941369998810386,515.2,-3.81,3418160002
"MUKANDLTD","Mukand Limited",3918101,418184,9.36932307309701,294887,13.286783314699083,149.4,5.94,586892348
