"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"IPL","India Pesticides Limited",12856842,117093,109.79988624465598,135214,95.08492814739269,158.55,5.88,2099908003
"GANDHAR","Gandhar Oil Refinery (India) Limited",12007737,110342,108.8221161688846,125109,95.97766600031812,158.25,14.95,1898663374
"SOTL","Savita Oil Technologies Limited",2787510,33414,83.42241668262785,29835,93.4302434707996,417.15,6.98,1229291910
"SHOPERSTOP","Shoppers Stop Limited",3961701,54292,72.96944703329736,83802,47.27414510510998,349,18.01,1304310820
"CIGNITITEC","Cigniti Technologies Limited",1866072,32313,57.74952650929032,37207,50.15365346936472,1277.9,10.1,2372505280
"HSBCGOLD","HSBC Mutual Fund - HSBC Gold ETF",231609,6100,37.96868852459016,68499,3.381202645294092,130.25,1.31,30234238
"HBESD","HB Estate Developers Limited",62958,1816,34.65705163492238,3026,20.80499653018737,89.56,19.99,5588781
"SHANTIGOLD","Shanti Gold International Limited",5735268,171675,33.407667502353284,217542,26.363872471933096,221.3,8.74,1273057437
"BNAGROCHEM","BN Agrochem Limited",38386,1598,24.00925694270703,1614,23.77872762187945,289.23,20,10402222
"LIQUIDSBI","SBI Mutual Fund - SBI NIFTY 1D Rate ETF",189878,7957,23.86121443651352,11149,17.029875243280088,999.99,0,189876101
"SINTERCOM","Sintercom India Limited",151688,6600,22.983030303030304,95365,1.5906028515672925,80.1,7.4,11587446
"KPIGREEN","KPI Green Energy Limited",14400749,731421,19.688706297788773,920518,15.644166094163422,486.8,6.79,6981339107
"RML","Rane (Madras) Limited",740312,37930,19.517848668600053,23571,31.40721382692585,928,8.1,689867140
"FSL","Firstsource Solutions Limited",24452747,1344916,18.181613843301168,2408793,10.15144925030317,244.9,12.02,5773538094
"HDFCNIFBAN","HDFC NIFTY Bank ETF",2205770,122746,17.970198621543677,205950,10.710174124026649,57.54,2.73,123501062
"LAXMIINDIA","Laxmi India Finance Limited",1617668,91014,17.773758877716055,105773,15.293756162956367,127.99,12.1,204715885
"COFORGE","Coforge Limited",26656460,1533179,17.386391000767293,2474099,10.774207809686539,1280,9.51,34001914117
"EGOLD","Edelweiss Mutual Fund -Edelweiss Gold ETF",684885,39900,17.164951554127548,120478,5.684730822224805,149.85,1.59,102630017
"HGM","HandsOn Global Management (HGM) Limited",92444,5778,15.999307718933887,4687,19.7230697019479,62,8.05,5704719
"TEJASNET","Tejas Networks Limited",32264104,2048221,15.752257202713965,2120211,15.217402418910194,465.05,9.27,15094761056
"FAIRCHEMOR","Fairchem Organics Limited",140811,9046,15.564730070301101,6642,21.198494542717352,640,8.18,89160117
"ARVINDFASN","Arvind Fashions Limited",6354874,423810,14.994608440657219,337589,18.824253228105004,477,9.33,3010939301
"DELTACORP","Delta Corp Limited",32327597,2166091,14.924393303476789,12874079,2.511060810039882,78.5,11.46,2542242228
"RAYMONDREL","Raymond Realty Limited",12664838,869696,14.56236347250294,559464,22.637421091983104,569.6,19.99,6806717183
"EIFFL","Euro India Fresh Foods Limited",110278,8207,13.436083629806522,12909,8.542391262248731,240.13,-2.51,26582511
