"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"IVZINGOLD","Invesco India Gold Exchange Traded Fund",73112,14986,4.878491452364112,7851,9.312088443951957,130.3,1.92,9481164
"RPGLIFE","RPG Life Sciences Limited",1683294,349070,4.822213717102662,190207,8.849772564292909,2295,13.03,3801029348
"SYNGENE","Syngene International Limited",59274654,12403782,4.778756434468835,6559500,9.03645794148759,468.05,8.31,28610097246
"CEMPRO","Cemindia Projects Limited",19766290,4217115,4.687159349460472,2263288,8.73343847827789,815.25,20,15522072211
"UTTAMSUGAR","Uttam Sugar Mills Limited",3242167,729572,4.443928921633801,519832,6.2369407553850476,256,-0.95,893119743
"EQUAL50ADD","DSP  Mutual Fund - DSP Nifty 50 Equal Weight ETF",266181,60216,4.420377701903788,90668,2.935770203886258,336.5,-0.43,89032220
"MEESHO","Meesho Limited",150163771,34117304,4.401396139616447,22497721,6.674621383431492,194,12.35,28582172172
"SMARTWORKS","Smartworks Coworking Spaces Limited",1168379,271477,4.303773641896317,181375,6.441779250967056,430,-2.06,526343055
"NATHBIOGEN","Nath Bio-Genes (India) Limited",473105,111043,4.2605490475778796,65975,7.170930377079942,194.98,7.85,93707907
"DWARKESH","Dwarikesh Sugar Industries Limited",41395592,9742845,4.248819636383015,5884894,7.0342114034499685,47.26,8.99,1978709297
"MASFIN","MAS Financial Services Limited",1531804,365406,4.192055749434055,251147,6.0992302917294285,340.9,4.6,519496008
"DCMSHRIRAM","DCM Shriram Limited",443542,109075,4.0663723142481,89150,4.975210430912256,1208,3.71,540260768
"NIF100IETF","ICICI Prudential Nifty 100 ETF",2318073,576910,4.018078704714837,388179,5.971656904852192,27.29,-2.26,63237031
"HDFCLOWVOL","HDFC Mutual Fund - HDFC NIFTY100 Low Volatility 30 ETF",146690,36574,4.010728815783717,30683,4.7807141902704045,20.04,-0.89,2955803
"INNOVANA","Innovana Thinklabs Limited",104300,26253,3.9728187587131574,21500,4.851162790697674,399,6.17,43295973
"GHCLTEXTIL","GHCL Textiles Limited",4410279,1114752,3.9562871383052016,724249,6.089443712729543,90.5,0.56,401247183
"PSPPROJECT","PSP Projects Limited",716513,187006,3.8314932873883327,127057,5.639285866073129,793,2.52,575374269
"BLKASHYAP","B. L. Kashyap and Sons Limited",4114783,1077506,3.818802865134858,982990,4.185984929252616,57.16,7.08,234542631
"DHAMPURSUG","Dhampur Sugar Mills Limited",7389268,1943464,3.8021105398976096,1342229,5.5052207178922945,157.5,9.31,1154720910
"MAWANASUG","Mawana Sugars Limited",1716386,451858,3.798502451873219,345027,4.974633913344904,112.65,8.47,193556849
"CALSOFT","California Software Company Limited",364970,96791,3.770670655985321,72301,5.047868794414524,14.35,19.98,5237319
"BCPL","BCPL Railway Infrastructure Limited",535988,142771,3.7541692523852817,85812,6.246036416605972,84.95,13.13,45671537
"INDIANHUME","Indian Hume Pipe Company Limited",3031865,861911,3.517606334015306,500760,6.054524700645139,325.2,1.14,1024467183
"SAKHTISUG","Sakthi Sugars Limited",699831,199531,3.5073657432048426,176253,3.9706025028779637,19.55,6.02,13457750
"KFINTECH","Kfin Technologies Limited",6838867,1962620,3.4845595699055782,1536905,4.449763863180666,898.85,-8.03,6277054075
