"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"EMCURE","Emcure Pharmaceuticals Limited",3224684,531109,6.071595360532771,390254,8.263019695285413,1727,7.39,2461098869
"GREENPLY","Greenply Industries Limited",56948170,9653876,5.898995184283315,5406793,10.532706765804797,274.1,7.66,16316789668
"IKIO","IKIO Technologies Limited",15672373,2665839,5.878963088427799,1485965,10.546932155998281,162.4,9.97,2667281160
"LINCOLN","Lincoln Pharmaceuticals Limited",3670409,661928,5.545024763506623,387003,9.484167410140657,666.35,3.09,2594979163
"TENNIND","Tenneco Clean Air India Limited",21418849,3939631,5.436764580646693,2443464,8.765769345489396,594.8,5.06,13222498053
"SAPPHIRE","Sapphire Foods India Limited",41377762,7828804,5.2853235308994835,4835040,8.55789348838026,209.16,20,8189486655
"PIONEEREMB","Pioneer Embroideries Limited",315317,61016,5.167733318036924,46327,6.806199679360763,28.5,7.3,8904552
"SHIVATEX","Shiva Texyarn Limited",35198,7035,5.003032313086326,5806,6.0618747162248905,173,12.8,5980140
"STARHEALTH","Star Health and Allied Insurance Company Limited",7776161,1569058,4.955940775949399,1135746,6.846742473729924,532.8,3,4289252645
"INDOBORAX","Indo Borax & Chemicals Limited",750742,153989,4.8752699041819865,118799,6.31942546239258,283,14.7,210853398
"SAYAJIHOTL","Sayaji Hotels Limited",1524,312,4.8742004264392325,312,4.8742004264392325,283,2.42,421340
"CEATLTD","CEAT Limited",2336229,479328,4.873962220064111,305390,7.649971601192631,3629,3.19,8854261185
"NAHARINDUS","Nahar Industrial Enterprises Limited",142901,30440,4.694462390906801,24451,5.8442957262097295,116,5.82,16723704
"WHEELS","Wheels India Limited",2167586,465225,4.659217468810813,294120,7.369728886336507,1210,13.7,2654815981
"DEVYANI","Devyani International Limited",57442662,12342258,4.6541452321211505,8284882,6.933431444127756,127.5,13.67,7170567497
"JTEKTINDIA","Jtekt India Limited",1691547,365941,4.622447738734435,284474,5.946219470807083,137.45,5.97,233399655
"SANOFICONR","Sanofi Consumer Healthcare India Limited",81365,17638,4.613007776696369,12196,6.670952402247962,4840.1,3.37,391781425
"GREENPANEL","Greenpanel Industries Limited",1766005,384154,4.597123725447151,334080,5.2861682164661525,223.78,7.81,400529934
"BANSALWIRE","Bansal Wire Industries Limited",864140,190510,4.535929872447641,188996,4.572248485303257,306,0.79,268445091
"HDFCVALUE","HDFC Mutual Fund - HDFC NIFTY50 Value 20 ETF",65636,14580,4.501577431301723,9763,6.722495344506518,130.05,0.55,8541212
"PANSARI","Pansari Developers Limited",45261,10200,4.437352941176471,6292,7.193420216147489,308.4,6.45,13371004
"CENTURYPLY","Century Plyboards (India) Limited",442392,100636,4.39595440340368,77579,5.702457664954633,829.45,5.68,363973594
"CAPITALSFB","Capital Small Finance Bank Limited",253412,58093,4.362115313444055,43992,5.7603871762337935,271.61,2.82,69341125
"SANDESH","The Sandesh Limited",9747,2266,4.300463269358041,1570,6.207920792079208,1070,5,10694115
"BANDHANBNK","Bandhan Bank Limited",127812255,29947455,4.2678836982975685,19682939,6.493555198628497,198.67,11.21,25340057676
