"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"AFCONS","Afcons Infrastructure Limited",38762873,8189300,4.7333559710022595,4639736,8.354541200995305,334,9.01,13580960184
"NKIND","NK Industries Limited",174125,37621,4.628300612942496,24103,7.224129526101252,68.01,8.8,12773810
"RAILTEL","Railtel Corporation Of India Limited",69537346,15123183,4.598062854889741,9093465,7.646958117725202,332.5,16.92,22665002555
"ORIENTBELL","Orient Bell Limited",527884,115768,4.559820193040254,68479,7.708686509430288,319,12.68,174814065
"SBILIQETF","SBI Mutual Fund - SBI NIFTY 1D Rate Liquid ETF - Growth",356099,78155,4.556305914385735,60576,5.878484565014031,1034.83,0.01,368498367
"RUDRA","Rudra Global Infra Products Limited",1450901,324758,4.467629186725155,205292,7.067472200948781,21.91,19.99,31571605
"HPIL","Hindprakash Industries Limited",69284,15730,4.404353243318839,9129,7.588978409561133,130.42,5.18,9693524
"IGARASHI","Igarashi Motors India Limited",2288229,520471,4.396453139806283,315742,7.2471275855249315,349.6,7.92,844150560
"ELIQUID","Edelweiss Mutual Fund - Edelweiss Nifty 1D Rate Liquid ETF",176409,40481,4.357736069048313,23188,7.607698352611958,1026.69,0.01,181115592
"HGINFRA","H.G. Infra Engineering Limited",9818791,2261827,4.341087269427608,1362484,7.206533798833683,623,12.54,6241412687
"HINDCOMPOS","Hindustan Composites Limited",146911,34008,4.319793700454,20139,7.294770293457212,491.8,20,71793936
"DIVGIITTS","Divgi Torqtransfer Systems Limited",560379,133582,4.194999947597966,85486,6.55519667886703,789.9,14.61,434388989
"SIGIND","Signet Industries Limited",413001,99313,4.1585710660818505,60227,6.857342892142393,52.51,8.92,22962855
"SKFINDUS","SKF India (Industrial) Limited",124110,30787,4.03122076707203,22649,5.47960460153548,2322.9,2.98,281007379
"OMAXAUTO","Omax Autos Limited",282224,70786,3.987003079705026,52885,5.336470766198923,116.4,9.89,32656139
"RVHL","Ravinder Heights Limited",169358,43879,3.8596595182205613,39245,4.315342147730812,39.9,2.26,7082551
"GROBTEA","The Grob Tea Company Limited",2030,526,3.857848726719878,339,5.976447497546614,895,3.86,1853390
"SWARAJENG","Swaraj Engines Limited",456071,118652,3.8437635374649606,73131,6.236347199854143,4050,3.67,1916565406
"LICNETFN50","LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50",13089,3466,3.7761814090358317,4096,3.1954699579546997,269.25,1.4,3525914
"GCSL","Gretex Corporate Services Limited",38463,10254,3.75080451699725,14624,2.6299886797900065,348.65,4.4,13469742
"BBTCL","B&B Triplewall Containers Limited",48341,12917,3.7422006843270528,8308,5.81853075307932,210.97,10.03,10247808
"AWFIS","Awfis Space Solutions Limited",4043756,1087922,3.7169512395548656,797529,5.070351823902893,362.57,13.9,1480499946
"CARRARO","Carraro India Limited",1452168,391868,3.705750496084404,241217,6.020153296237609,586,20,822435346
"VINDHYATEL","Vindhya Telelinks Limited",375781,102338,3.671952408777954,64930,5.787419401207441,1369.85,12.65,518652936
"WILLAMAGOR","Williamson Magor & Company Limited",55721,15359,3.627905462595221,12668,4.398331842340683,28,6.1,1596406
