"SYMBOL","SECURITY","TODAY - VOLUME","1 WEEK - AVG. VOLUME","1 WEEK - CHANGE","2 WEEK - AVG. VOLUME","2 WEEK - CHANGE","TODAY - LTP","TODAY - % CHNG","TODAY - TURNOVER"
"DOLLAR","Dollar Industries Limited",8146843,1407505,5.788144294556171,939941,8.667396428627663,329.3,20,2610492902
"RUPA","Rupa & Company Limited",13719434,2391613,5.736477031994932,1498873,9.15316213767711,170.21,17.3,2300886276
"LOVABLE","Lovable Lingerie Limited",981010,171843,5.708735265192588,108168,9.069251022475981,83.41,16.02,82561801
"GODREJIND","Godrej Industries Limited",3038919,551885,5.506428565820094,378868,8.021043196276912,991.8,5.16,3063990081
"IRMENERGY","IRM Energy Limited",70742904,13159043,5.375991483879293,7995774,8.847536711267727,294,16.36,20264304850
"ABSLNN50ET","Aditya Birla Sun Life Nifty Next 50 ETF",508187,96424,5.270328150792073,61956,8.20226641423312,74.73,-0.17,37631247
"CLEAN","Clean Science and Technology Limited",8503072,1614067,5.268100772716388,1064848,7.985238843298692,796.5,4.04,6958318909
"DIGJAMLMTD","Digjam Limited",199593,38499,5.1842786517632184,25406,7.856043579742033,53,11.96,11129305
"TIPSMUSIC","Tips Music Limited",5729284,1110865,5.157497985803856,696684,8.223637400494828,655,9.24,3652246671
"MOTISONS","Motisons Jewellers Limited",48217818,9511138,5.069615887197519,7015889,6.872659758442587,13.84,-1.49,681799946
"ZODIAC","Zodiac Energy Limited",857045,169537,5.055199248149867,117986,7.263936575687177,355.83,20,291275313
"FABTECH","Fabtech Technologies Limited",2473446,491126,5.036270696042669,349863,7.06974577227976,156.25,-0.16,411235131
"PSUBANKADD","DSP Mutual Fund - DSP Nifty PSU Bank ETF",2088679,417021,5.008566308358326,276976,7.540991715187595,89.1,-1.94,187270959
"DELTACORP","Delta Corp Limited",60297916,12261422,4.917693425833387,7789385,7.741036609667217,81.6,20,4592289282
"PPLPHARMA","Piramal Pharma Limited",52438256,10853749,4.831349535978313,7537458,6.957020950191911,163.96,6.6,8622946816
"CAMLINFINE","Camlin Fine Sciences Limited",27932770,5859392,4.767178915491574,4153752,6.724708005564415,122.2,14.19,3348580467
"MOIPO","Motilal Oswal Mutual Fund - Motilal Oswal BSE Select IPO ETF",105343,22232,4.738314604214614,16194,6.504902929407696,43.75,-5.71,4628771
"MASKINVEST","Mask Investments Limited",13208,2787,4.738125986511695,1606,8.220746887966804,161.37,20,2092543
"AURUM","Aurum PropTech Limited",1526709,327501,4.6616926360530195,212590,7.181440974190335,188,0.56,295067048
"CINEVISTA","Cinevista Limited",199654,45962,4.343892780992994,47695,4.186057238704267,16.16,4.94,3350194
"MIRCELECTR","MIRC Electronics Limited",8904472,2083001,4.274827454516956,1663397,5.353182182086439,33.61,4.9,307916641
"UNIONGOLD","Union Mutual Fund - Union Gold ETF",28340,6669,4.249300279888045,8496,3.335648120902532,146.5,-0.88,4178166
"UTTAMSUGAR","Uttam Sugar Mills Limited",1135703,269501,4.21409046832174,200256,5.671238800618806,263.77,4.49,305254252
"DONEAR","Donear Industries Limited",259387,62396,4.157076118051493,46570,5.569806442746649,96.3,5.37,25020470
"COMMOIETF","ICICI Prudential Mutual Fund - ICICI Prudential Nifty Commodities ETF",649598,159938,4.061548657765329,132046,4.919460251153759,104,-0.12,67272368
