Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HDFCBANK,EQ,926.8,-0.6,1426167.72,248.7,2310.16
BHEL,EQ,260.8,-5.54,90812.21,852.38,2220.36
BSE,EQ,3170.8,-0.11,129331.88,61.01,1938.68
M&M,EQ,3675,-0.02,456996.85,47.88,1779.52
MCX,EQ,2366,-4.24,60331.07,63.71,1517.3
BHARTIARTL,EQ,2010.8,-0.02,1146579.34,74.24,1491.6
TITAN,EQ,4238,-0.73,376243.77,33.42,1433.03
INFY,EQ,1471,-1.79,596442.66,79.34,1176.44
ASHOKLEY,EQ,205.84,-1.85,120907.42,536.61,1122.75
TCS,EQ,2909,-2.53,1052501.66,33.64,988.33
ETERNAL,EQ,301,-0.92,290475.55,320.85,971.17
HEG,EQ,526.5,-6.1,10160.27,158.67,869.01
TATASTEEL,EQ,207.6,-0.2,259158.02,408.97,849.89
ITC,EQ,318.1,-1.03,398635.68,248.43,788.63
ASIANPAINT,EQ,2393,-0.03,229536.03,31.78,758.15
HINDALCO,EQ,966.6,-0.24,217216.92,62.75,602.8
JUBLFOOD,EQ,545,-1.7,35961.56,104.91,581.03
AXISBANK,EQ,1347,-0.71,418364.38,38.66,522.08
HCLTECH,EQ,1549,-1.53,420346.72,29.45,458.22
STLTECH,EQ,142,-9.83,6931.08,315.39,456.05
CANBK,EQ,145.5,-0.91,131977.98,313.71,455.76
HBLENGINE,EQ,771.9,-1.08,21396.68,56.81,452.35
TORNTPOWER,EQ,1424.5,-3.94,71781.06,31.53,445.34
OIL,EQ,478.9,-2.04,77898.25,89.01,428.35
PERSISTENT,EQ,5703,-2.89,89964.82,7.41,426.07
HAL,EQ,4124,-1.06,275802.81,9.17,378.22
BEL,EQ,436.6,-0.16,319144.94,82.75,361.19
KALYANKJIL,EQ,427.6,-1.45,44156.66,82.19,352.16
NATIONALUM,EQ,368.5,-0.04,67679.88,90.2,332.29
RECLTD,EQ,354.45,-0.38,93334.62,89.9,318.62
POWERGRID,EQ,294.3,-0.02,273716.77,105.09,309.27
PREMIERENE,EQ,782.5,-5.02,35446.81,38.76,305.5
PAYTM,EQ,1157.1,-0.36,74034.55,26.24,304.3
GRASIM,EQ,2929,-0.84,199325,10.15,297.58
SWIGGY,EQ,342.7,-3.67,94595.95,80.94,278.98
SCI,EQ,265.35,-0.61,12359.98,102.63,274.79
SUZLON,EQ,47.44,-0.52,65053.69,571.25,269.11
COFORGE,EQ,1516.7,-2.21,50921.76,16.85,257.83
TECHM,EQ,1625.1,-1.19,159218.04,15.22,249.64
PRAJIND,EQ,329.75,-3.6,6061.24,74.57,249.1
COALINDIA,EQ,423.75,-1.67,261145.61,57.16,241.56
GMDCLTD,EQ,597,-1.38,18984.6,39.01,231.44
NYKAA,EQ,277,-1.31,79296.43,82.04,229.37
ABCAPITAL,EQ,343.5,-2.9,89914.71,66.31,228.88
INDUSINDBK,EQ,925.7,-0.2,72119.07,24.74,228.31
INDIANB,EQ,896,-1.11,120687.97,23.77,212.6
ADANIPORTS,EQ,1548.2,-0.42,356698.95,13.59,210.52
SUNPHARMA,EQ,1706,-0.11,409316.9,11.76,201.03
IFCI,EQ,61.96,-4.29,16693.97,316.9,199.14
LTF,EQ,287.75,-2.13,72040.74,68.43,197.76
MANAPPURAM,EQ,304,-1.6,25731.62,62.37,191.96
LLOYDSME,EQ,1224,-2.06,64760.63,14.88,183.12
CDSL,EQ,1395,-0.42,29155.5,13.02,181.74
WIPRO,EQ,229.9,-0.68,241104.25,78.75,181.59
FIVESTAR,EQ,436.9,-0.7,12868.64,42.02,180.92
PNB,EQ,122.83,-0.11,141167.82,145.91,178.71
LICI,EQ,876,-1.76,554069.8,20.3,177.51
MAZDOCK,EQ,2425,-0.58,97819.65,7.33,177.03
IDFCFIRSTB,EQ,82.4,-1.64,70845.42,210.19,173.95
MFSL,EQ,1725,-1.27,59532.3,9.87,171.98
NAUKRI,EQ,1169.8,-2.05,75852.24,14.56,171.88
IREDA,EQ,126.62,-2.06,35570.49,128.83,163.03
RVNL,EQ,316.55,-0.6,66001.31,51.42,162.27
AUBANK,EQ,987.1,-1.4,73793.7,15.82,157.88
HEXT,EQ,572.7,-2.27,34992.89,26.35,150.01
LTIM,EQ,5504,-2.79,163189.92,2.68,149.42
MTARTECH,EQ,3543.5,-2.58,10899.66,4.17,148.18
GAIL,EQ,163.25,-0.79,107338.5,88.6,144.5
MRPL,EQ,193.75,-0.49,33956.6,73.58,142.34
BDL,EQ,1283.1,-1.3,47033.63,11.06,141.49
BANKINDIA,EQ,167,-0.34,76029.55,82.77,137.16
GRSE,EQ,2485.9,-1.17,28476.48,5.48,135.94
ANGELONE,EQ,2765,-0.65,25128.41,4.85,134.99
NETWEB,EQ,3168,-0.33,18038.81,4.24,134.6
DLF,EQ,670.5,-0.19,165969.87,20.12,134.43
MPHASIS,EQ,2583,-1.19,49249.7,5.16,132.9
ICICIAMC,EQ,3050,-0.23,150748.85,4.34,132.4
DATAPATTNS,EQ,2830,-0.37,15843.46,4.61,131.65
HDFCLIFE,EQ,700,-0.56,151033.11,18.74,131.42
DMART,EQ,4000,-0.05,260293.23,3.25,129.9
CUMMINSIND,EQ,4372.3,-0.59,121200.16,2.91,128.29
PWL,EQ,106.95,-1.04,30584.41,118.04,127.88
PARADEEP,EQ,123.23,-2.34,12790.89,103.27,126.72
PAGEIND,EQ,34425,-0.15,38397.21,0.36,122.21
CUPID,EQ,434.8,-0.03,11672.95,27.95,120.97
IRFC,EQ,114.4,-0.92,149503.71,105.15,120.11
ULTRACEMCO,EQ,12940,-0.64,381314.85,0.92,119.78
NESTLEIND,EQ,1303.9,-0.36,251432.9,9.12,119.27
JAINREC,EQ,391.2,-2.9,13499.76,30.19,118.18
PATANJALI,EQ,521.2,-0.07,56702.29,21.66,113.02
ATHERENERG,EQ,716,-1.59,27375.22,15.55,112.5
YESBANK,EQ,21.35,-0.23,66994.84,514.71,109.74
BAJAJFINSV,EQ,2022.1,-0.29,323093.81,5.39,109.6
DELHIVERY,EQ,430,-1.36,32176.59,24.94,106.85
GOKEX,EQ,747.45,-3.27,5474.31,13.77,103.91
SOLARINDS,EQ,13412,-0.08,121365.26,0.75,100.85
RELIGARE,EQ,252.65,-4.66,8356.52,38.85,100.44
CENTURYPLY,EQ,782,-2.56,17373.93,11.46,91.4
RAIN,EQ,159.19,-4.1,5354.29,56.62,90.62
KTKBANK,EQ,203.65,-1.48,7701.15,42.94,87.48
360ONE,EQ,1137,-2.19,46108.98,7.67,87.28
TATACONSUM,EQ,1150.2,-0.17,113772.84,7.52,86.79
SANDHAR,EQ,536.55,-4.77,3229.53,15.98,86.56
ESCORTS,EQ,3680,-3.76,41171.01,2.29,85.47
TATAELXSI,EQ,5235.5,-2.7,32595.14,1.59,84
RPOWER,EQ,27.89,-2,11534.67,295.01,82.37
GRAPHITE,EQ,666.2,-0.31,13015.92,12.45,82.28
JINDALSTEL,EQ,1190.9,-0.04,121482.29,6.7,79.97
NUVAMA,EQ,1313.9,-5.2,23914.97,5.86,79.48
BLS,EQ,284.4,-2.87,11709.91,27.28,77.89
VMM,EQ,125.7,-0.87,58739.65,61.82,77.39
JBCHEPHARM,EQ,1890.4,-1.05,30346.13,4.02,76.38
LENSKART,EQ,473,-0.5,82059.36,16.18,75.86
INFOBEAN,EQ,886.1,-2.36,2166.99,8.23,74.66
NEULANDLAB,EQ,13200,-2.24,16935.45,0.54,71.74
M&MFIN,EQ,381,-3,52957.9,18.36,70.65
ITBEES,EQ,38.78,-1.72,2968.29,176.69,68.94
GOLDIAM,EQ,390.9,-4.91,4413.96,17,68.03
WOCKPHARMA,EQ,1401.1,-1.96,22765.85,4.8,67.46
LGEINDIA,EQ,1519,-1.5,103105.53,4.4,67.05
INOXWIND,EQ,110.6,-0.56,19114.31,60.94,66.83
JMFINANCIL,EQ,138.2,-1.59,13216.56,48.42,66.72
KIRIINDUS,EQ,460,-1.86,2761.04,14.46,66.55
PIDILITIND,EQ,1475.2,-0.25,150133.17,4.42,65.55
OSWALPUMPS,EQ,358,-5.27,4080.39,17.96,65.05
KPRMILL,EQ,913.85,-3.88,31236.67,7.02,64.4
ENRIN,EQ,2675,-0.31,95262.24,2.42,64.21
ECLERX,EQ,3890,-2.38,18292.86,1.63,63.88
GODFRYPHLP,EQ,2135,-2.61,33302.11,2.95,63.19
KPITTECH,EQ,957.5,-1.65,26249.27,6.33,61.06
KARURVYSYA,EQ,319,-2,30831.16,18.87,60.86
BLACKBUCK,EQ,614.65,-1.89,11155.36,9.76,60.71
JSLL,EQ,717,-2.9,8912.36,8.42,60.4
BSOFT,EQ,463.65,-0.4,12921.47,12.91,60.14
RATNAMANI,EQ,1994.8,-0.41,13981.95,3.07,59.85
QPOWER,EQ,777,-2.34,6017.41,7.66,59.67
IIFL,EQ,525,-0.11,22324.47,10.98,57.8
POLYMED,EQ,1389,-6.51,14078.83,4.1,57.72
MAHABANK,EQ,66.3,-1.1,50994.92,87.06,57.64
IRCTC,EQ,628,-1.29,50240,9.14,57.47
PGIL,EQ,1546,-4.23,7124.57,3.65,56.21
SOUTHBANK,EQ,40.7,-1.45,10652.58,137.87,56.17
HFCL,EQ,71.64,-0.91,10965.24,77.99,55.98
LODHA,EQ,1091,-0.37,108971.12,5.12,55.86
CHOLAFIN,EQ,1718.2,-0.46,145019.03,3.22,55.48
KITEX,EQ,191.4,-4.96,3818.43,28.48,55.11
SHARDACROP,EQ,1150,-1.64,10375.36,4.81,54.73
ASHAPURMIN,EQ,625,-1.36,5970.38,8.78,54.48
OFSS,EQ,7214.5,-1.74,62781.68,0.75,54.27
TRITURBINE,EQ,491.9,-1.49,15637.03,10.91,53.21
ABB,EQ,5819,-0.87,123309.48,0.91,53.19
COCHINSHIP,EQ,1515.8,-0.84,39877.78,3.46,52.36
TORNTPHARM,EQ,4049.6,-0.74,137052.98,1.28,51.86
UJJIVANSFB,EQ,62.74,-1.82,12165.03,81.92,51.43
APOLLO,EQ,241.5,-0.6,8558.56,21.29,50.91
SURYAROSNI,EQ,237,-5.19,5157.97,21.12,50.12
THERMAX,EQ,2925,-1.19,34853.22,1.69,49.71
JSFB,EQ,386.9,-2.94,4073.04,12.76,49.57
MOTILALOFS,EQ,808.8,-1.48,48619.49,6.07,49.37
HDBFS,EQ,722,-0.17,59945.93,6.75,48.64
TEJASNET,EQ,338.5,-3.71,6009.82,14.27,48.55
KFINTECH,EQ,1019,-0.33,17573.92,4.74,48.4
AAVAS,EQ,1309,-2.54,10366.22,3.62,47.48
GMRAIRPORT,EQ,96.85,-0.98,102263.68,48.81,47.24
HIRECT,EQ,1385,-2.35,2379.96,3.2,46.17
GPPL,EQ,177.69,-3.48,8590.24,25.82,45.99
ICICIPRULI,EQ,640.35,-0.41,92736.9,7.09,45.44
PETRONET,EQ,303.5,-0.07,45525,14.93,45.28
ISGEC,EQ,912,-2.04,6705.89,4.82,45.01
SKIPPER,EQ,388.55,-3.07,4386.88,11.75,44.9
SAFARI,EQ,1992,-7.1,9759.26,2.26,44.79
GRANULES,EQ,579,-0.34,14050.52,7.73,44.75
INTERARCH,EQ,1928,-2.88,3233.61,2.29,44.62
OLECTRA,EQ,1053.4,-0.74,8646.38,4.18,43.94
SRF,EQ,2933.7,-0.95,86962.15,1.49,43.89
DCBBANK,EQ,194.25,-2.18,6250.64,21.85,42.8
TENNIND,EQ,572.55,-1.61,23108.36,7.29,41.56
AFFLE,EQ,1646.1,-1.08,23170.07,2.49,41.24
ZEEL,EQ,92.89,-0.81,8922.26,43.31,40.22
IKS,EQ,1740.9,-0.97,29869.17,2.31,40.03
JSWENERGY,EQ,482.25,-0.3,84286.13,8.23,39.55
HUDCO,EQ,193.7,-0.11,38776.8,20.54,39.5
SHAKTIPUMP,EQ,636.3,-3.14,7851.81,6.16,39.47
PACEDIGITK,EQ,186.99,-3.88,4036.2,20.3,39.3
FSL,EQ,284.65,-2.87,19839.84,13.77,39.12
FINCABLES,EQ,817.55,-1.13,12503.56,4.7,38.78
QUADFUTURE,EQ,295.2,-5.08,1180.8,12.49,38.1
IRCON,EQ,156.15,-2.2,14686.15,23.89,37.62
MOTISONS,EQ,15.5,-3.67,1525.91,235.14,37.46
AARTIIND,EQ,466,-0.38,16896.9,7.97,37.06
TATACHEM,EQ,710,-0.81,18087.7,5.13,36.44
REDINGTON,EQ,269.1,-0.44,21037.55,13.07,35.38
BEML,EQ,1762,-0.35,14675.52,1.99,35.2
PNGJL,EQ,562.7,-5.9,7636.31,6.16,35.11
CASTROLIND,EQ,186.73,-0.59,18468.81,18.75,34.95
BHARATCOAL,EQ,36.69,-0.43,17086.53,94.97,34.89
DALBHARAT,EQ,2170,-0.98,40701.81,1.59,34.52
SMCGLOBAL,EQ,83.15,-1.13,1741.16,39.99,34.04
APEX,EQ,369.05,-0.19,1153.28,9.07,33.89
AFCONS,EQ,341.4,-1.23,12556.17,10,33.51
ONESOURCE,EQ,1188.3,-0.41,13616.15,2.75,32.83
ZAGGLE,EQ,296.8,-1.13,3990.53,11.04,32.61
CPPLUS,EQ,1579,-0.5,18600.32,2.07,32.54
NCC,EQ,155.6,-1.37,9769.29,20.88,32.53
COLPAL,EQ,2170,-0.6,59020.88,1.49,32.46
INTELLECT,EQ,748.5,-1.58,10427.76,4.29,32.13
RAMCOCEM,EQ,1151,-1.5,27197.25,2.78,32.11
SHANTIGOLD,EQ,215.2,-0.13,1551.51,14.83,31.94
IGIL,EQ,330,-0.11,14261.27,9.61,31.75
CCL,EQ,1014,-1.65,13539.73,3.07,31.15
GPIL,EQ,257.78,-0.93,17265.99,11.94,30.82
LINDEINDIA,EQ,6469.5,-0.97,55174.63,0.47,30.73
BIRLACORPN,EQ,1098,-0.26,8455.19,2.79,30.5
PCJEWELLER,EQ,10.23,-2.11,7497.05,293.05,30.16
IIFLCAPS,EQ,323.5,-5.05,10072.73,9.22,30.08
WABAG,EQ,1310.9,-0.02,8167.1,2.3,30
TMB,EQ,668,-5.32,10577.88,4.43,29.98
JWL,EQ,308,-1.31,13074.54,9.59,29.62
SHRINGARMS,EQ,236,-1.17,2275.8,12.48,29.61
AMAGI,EQ,406.25,-2.53,8788.77,7.11,29.54
HLEGLAS,EQ,362.1,-7.93,2514.96,8.16,29.48
ROUTE,EQ,576,-0.14,3628.98,5.04,29.11
BALRAMCHIN,EQ,462.1,-1.05,9332.13,6.33,28.96
BAJAJELEC,EQ,389.5,-2.61,4494.38,7.31,28.73
DEVYANI,EQ,135.71,-0.76,16731.31,21.09,28.65
TATATECH,EQ,626.5,-0.67,25421.14,4.55,28.57
POCL,EQ,1240,-1.57,3783.4,2.3,28.55
HCC,EQ,19.94,-1.97,5223.22,139.31,27.86
NEWGEN,EQ,535,-3.38,7614,5.16,27.76
POWERMECH,EQ,2172,-4.25,6867.06,1.26,27.58
ASIANTILES,EQ,71.49,-1.96,1657.94,38.66,27.55
POKARNA,EQ,1036.05,-5.87,3212.17,2.56,27.36
BALKRISIND,EQ,2675.3,-1.51,51718.15,1.01,27.03
SHADOWFAX,EQ,117.95,-0.14,6819.08,22.68,27
VAIBHAVGBL,EQ,248.74,-0.1,4155.19,10.92,26.96
AWL,EQ,209.59,-0.12,27239.96,12.8,26.88
SWSOLAR,EQ,202.48,-3.4,4728.55,13.15,26.81
TRIDENT,EQ,26.89,-2.18,13703.02,99.07,26.7
PGHL,EQ,5480,-0.33,9096.46,0.48,26.57
BAJAJHFL,EQ,91.1,-0.67,75907.57,28.85,26.3
NLCINDIA,EQ,256.85,-0.58,35615.76,10.27,26.2
RAILTEL,EQ,339,-2.26,10879.81,7.69,26.1
FIRSTCRY,EQ,274.8,-3.05,14344.95,9.25,25.81
MASTEK,EQ,1891,-3.33,5860.47,1.34,25.56
ABBOTINDIA,EQ,26985,-1.14,57341.24,0.09,25.39
ABFRL,EQ,71.15,-2.52,8683.8,35.78,25.34
IGL,EQ,175.98,-0.77,24637.23,14.25,25.1
BLKASHYAP,EQ,53.1,-7.76,1197.09,43.04,24.64
MEESHO,EQ,154.51,-1.57,69732.39,15.58,24.2
LTTS,EQ,3832,-1.82,40617.71,0.63,24.12
CANFINHOME,EQ,903,-1.4,12023.82,2.68,24.07
JSWINFRA,EQ,262,-1.26,55020.04,9.05,23.71
SCHAEFFLER,EQ,3811.8,-3.78,59579.83,0.62,23.63
ARVIND,EQ,359,-2.63,9409.92,6.56,23.62
