Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
INFY,EQ,1369,-1.23,555084.98,457.86,6116.33
HDFCBANK,EQ,903.9,-1.81,1390929.01,501.88,4578.43
TCS,EQ,2695,-2,975074.59,111.69,2959.06
SILVERBEES,EQ,231.9,-5.5,32570.34,1178.74,2719.35
MUTHOOTFIN,EQ,3587,-11.8,144006.74,64.99,2357.05
COFORGE,EQ,1358.9,-4.4,45623.78,128.48,1747.03
ICICIBANK,EQ,1415.5,-1.01,1012783.99,122.28,1733.58
AVANTIFEED,EQ,1406,-0.62,19156.14,107.98,1535.47
RELIANCE,EQ,1418.6,-2.09,1919716.57,107.56,1531.32
ETERNAL,EQ,285.2,-4.3,275228,475.84,1369.8
BSE,EQ,3023.9,-3.8,123340.07,38.85,1184.59
GROWW,EQ,172,-4.26,106185.86,625.51,1093.52
TECHM,EQ,1534,-0.17,150292.58,70.58,1069.54
VEDL,EQ,673.9,-4.11,263521.05,158.68,1069.27
HCLTECH,EQ,1458,-1.23,395652.37,72.15,1038.48
KOTAKBANK,EQ,421.9,-1.02,419635.39,232.33,979.82
HINDCOPPER,EQ,591.5,-5.16,57199.47,161.68,970.87
BHARTIARTL,EQ,1993,-1.07,1136429.59,48.09,966.46
LT,EQ,4172,-0.33,573905.13,22.34,932.89
HINDALCO,EQ,905.75,-6.08,203542.54,101.7,928.56
MCX,EQ,2338.8,-4.22,59637.49,34.59,812.2
KAYNES,EQ,3943.2,-3.51,26433.1,18.9,746.57
BHEL,EQ,255.3,-2.03,88897.08,277.85,716.46
GOLDBEES,EQ,126.1,-1.88,56596.15,561.02,706.94
PAYTM,EQ,1122.9,-2.25,71846.33,63.2,706.46
HONASA,EQ,298.8,-0.15,9722.05,216.09,667.26
APEX,EQ,431,-2.84,1346.88,145.08,661.25
HINDUNILVR,EQ,2305,-4.34,541580.79,27.92,651.59
LENSKART,EQ,496.8,-3.16,86188.35,121.69,629.01
BEL,EQ,435,-2,317975.38,140.86,621.07
AXISBANK,EQ,1330.8,-0.69,413332.82,46.25,615.54
TMPV,EQ,378,-1.42,139201.5,155.66,593.03
M&M,EQ,3533,-1.67,439338.74,16.32,580.38
HINDZINC,EQ,593.1,-4.91,250603.67,94.25,562.18
ONGC,EQ,267.5,-3.2,336522.47,207.49,556.23
ASHOKLEY,EQ,204.7,-2.99,120237.8,268.33,554.71
ADANIPOWER,EQ,140.4,-6.27,270757.11,386.8,548.05
TATSILV,EQ,23.62,-5.1,5326.43,2321.06,544.06
TATASTEEL,EQ,202.98,-2.47,253390.63,258.71,529.19
KPITTECH,EQ,860.3,-3.5,23584.59,60.27,509.38
DIXON,EQ,11398,-1.96,69169.61,4.47,508.93
WIPRO,EQ,214.38,-2.15,224827.87,237.21,505.14
SHRIRAMFIN,EQ,1063.9,-1.75,200171.55,45.56,486.95
BSOFT,EQ,398.75,-8.09,11112.77,116.6,462.14
MPHASIS,EQ,2452.5,-0.47,46761.47,17.25,422.18
PIIND,EQ,3167.8,-1.69,48061.27,13.27,419.95
NAUKRI,EQ,1135,-1.24,73595.74,36.38,410.81
IDEA,EQ,11.28,-2.34,122210.94,3516.54,399.83
JAMNAAUTO,EQ,136,-0.72,5436.07,271.17,378.79
NATIONALUM,EQ,349.65,-5.42,64217.83,105.86,373.61
ITBEES,EQ,36.3,-0.95,2829.65,1036.65,368.94
SILVERIETF,EQ,242.5,-5.23,15697.98,151.56,365.47
TMCV,EQ,484.15,-2.81,178280.07,74.93,364.58
GODREJPROP,EQ,1804,-0.97,54337.62,20.53,363.16
LTIM,EQ,5124.5,-1.67,151938,6.87,349.33
SWIGGY,EQ,335.3,-0.61,92553.31,101.14,339.35
COALINDIA,EQ,409.3,-2.35,252240.47,81.91,336.5
ALKEM,EQ,5400,-8.01,64565.1,6.05,331.45
APOLLOHOSP,EQ,7525,-0.19,108197.95,4.32,326.3
HDFCSILVER,EQ,232,-5.55,7778.76,141.27,325.57
JIOFIN,EQ,263.85,-1.38,167627.64,122.22,323.3
ADANIENT,EQ,2127,-3.83,274953.55,14.9,320.7
MARUTI,EQ,15211,-0.75,478237.76,2.09,319.38
POWERGRID,EQ,287.4,-2.21,267299.35,109.14,315.76
SAIL,EQ,159,-0.84,65675.35,199,315.59
PRESTIGE,EQ,1508.2,-4.1,64962.73,20.18,304.8
DLF,EQ,626.95,-3.81,155189.88,48.38,304.39
HDFCAMC,EQ,2825,-0.38,120954.63,10.47,294.71
RECLTD,EQ,346,-1.34,91109.55,85.53,294.6
MAXHEALTH,EQ,1049,-1.31,102077.43,27.46,289.38
OFSS,EQ,6630,-1.98,57695.27,4.37,287.32
PFC,EQ,400,-2.57,132004.07,70.61,283.8
TRENT,EQ,4249,-0.85,151046.62,6.65,282.92
FORCEMOT,EQ,23798,-0.18,31015.73,1.2,281.86
ADANIGREEN,EQ,949.55,-4.82,155858.55,29.44,281.69
ADANIPORTS,EQ,1508,-2.31,347437.03,18.38,279.43
KALYANKJIL,EQ,417.9,-3.38,43154.97,66.04,277.37
