Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HCLTECH,EQ,1286.4,-10.74,349085.88,330.66,4313.26
INFY,EQ,1268.8,-3.38,514577.49,200.88,2549.82
HDFCBANK,EQ,799.4,-1.52,1230545.86,238.76,1919.9
ICICIBANK,EQ,1367.8,-1.48,979940.04,136.13,1865.48
TECHM,EQ,1463.3,-2.5,143380.17,116.69,1695.3
ROLEXRINGS,EQ,153.5,-5.11,4180.31,974.86,1613.68
SBIN,EQ,1103.2,-0.78,1018321.73,124.13,1372.49
TCS,EQ,2535.3,-2.88,917293.73,52.32,1330.89
PERSISTENT,EQ,5069.9,-4.88,79977.67,21.83,1113.77
VEDL,EQ,758.25,-1.12,296505.17,142.57,1086.56
BHARTIARTL,EQ,1831,-1.29,1115650.41,56.87,1044.96
M&M,EQ,3150,-3,391711.58,30.97,988.31
LT,EQ,4016,-1.46,552453.89,21.78,878.4
TARIL,EQ,310.3,-6.9,9314.15,267.42,817.11
MCX,EQ,2789,-1.3,71117.23,29.04,811.59
TATAELXSI,EQ,4352,-6.42,27095.14,17.96,797.71
COFORGE,EQ,1238,-4.24,41568.19,62.9,776.31
SBILIFE,EQ,1885,-1.39,189082.86,40.45,765.49
ITC,EQ,305.5,-1.34,382853.12,245.01,750.67
HAVELLS,EQ,1325,-0.29,83111.53,48.16,655.44
360ONE,EQ,1055,-4.81,42847.61,59.04,630.81
BSE,EQ,3503,-0.36,142881.79,17.71,621.75
SILVERBEES,EQ,235.77,-0.69,32043.14,247.55,584.63
MARUTI,EQ,13379,-0.61,420639.2,4.35,582.2
AXISBANK,EQ,1375,-0.2,427410.48,39.98,552.59
KOTAKBANK,EQ,376.95,-1.36,374932,144.71,547.62
BAJFINANCE,EQ,934.9,-0.42,582032.68,57.59,539.49
DIXON,EQ,11264,-0.01,68487.25,4.74,535.2
BEL,EQ,448.95,-0.56,328172.52,115.38,516.85
INDIGO,EQ,4655,-0.81,179988.37,10.83,504.8
APOLLOHOSP,EQ,7628.5,-1.49,109686.13,6.08,469.33
SHRIRAMFIN,EQ,1041.05,-0.41,244926.42,44.04,458.6
WAAREEENER,EQ,3427,-1.32,98578.11,13.01,452.12
WIPRO,EQ,204,-0.49,213965.71,217.9,443.83
CDSL,EQ,1323.5,-2.87,27661.15,33.12,440.99
MAHABANK,EQ,79.75,-0.54,61340.04,523.88,424.55
JSWSTEEL,EQ,1265.3,-1.12,309423.29,28.83,364.94
EICHERMOT,EQ,7220,-0.28,198054.86,4.98,358.66
IDEA,EQ,9.51,-0.42,103034.23,3540.15,337.38
HDFCAMC,EQ,2766.6,-0.98,118521.19,11.62,322.74
BRITANNIA,EQ,5720,-2.01,137776.67,5.51,318.38
ADANIPORTS,EQ,1589.7,-0.28,366260.38,19.19,305.39
MUTHOOTFIN,EQ,3593,-0.48,144247.62,8.26,298.41
BAJAJ-AUTO,EQ,9600,-1.97,268317.92,3.02,292.83
GOLDBEES,EQ,124.97,-0.2,56355.92,223.37,279.05
CHOLAFIN,EQ,1565,-1.52,133343.82,17.13,269.58
POLICYBZR,EQ,1616.4,-0.42,74789.71,16.41,267.13
TITAN,EQ,4455,-0.55,395508.73,5.96,266.24
APOLLO,EQ,286.89,-0.01,10250.36,91.61,265.37
TATAPOWER,EQ,436,-0.01,139316.8,59.46,260.45
NIFTYBEES,EQ,275.75,-0.68,63498.78,93.87,259.04
GRASIM,EQ,2774,-0.13,188777.45,9.24,256.95
NYKAA,EQ,260,-1.86,74443.91,96.81,253.21
PFC,EQ,471,-0.02,155434.79,52.2,246.23
HDFCLIFE,EQ,604.2,-1.63,130375.46,39.95,242.42
SAMMAANCAP,EQ,147.01,-1.23,12182.28,160.39,235.9
LTM,EQ,4610,-3.11,136683.42,5.1,235.22
BPCL,EQ,313.05,-1.57,135814.64,74.57,235.13
MPHASIS,EQ,2346,-3.02,44766.27,9.98,234.88
INDUSTOWER,EQ,408.2,-1.58,107689.8,56.28,231.47
