Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
TCS,EQ,2523,-2.55,912843.48,104.8,2643.82
INFY,EQ,1291.4,-3.02,523739.12,192.33,2486.26
SUNPHARMA,EQ,1655,-3.62,397080.58,80.9,1335.75
COALINDIA,EQ,435.3,-4.14,268263.56,296.06,1301.85
COFORGE,EQ,1223,-3.31,41064.54,40.67,499.16
HCLTECH,EQ,1451,-0.95,393752.81,34.5,496.34
PERSISTENT,EQ,5428,-0.79,85626.7,9.04,486.05
ANGELONE,EQ,281.2,-0.21,25613.36,144.03,408.76
ONGC,EQ,286.7,-0.66,360676.6,128.89,371.36
NAUKRI,EQ,992,-1.04,64323.32,37.04,363.15
DATAPATTNS,EQ,3274.2,-2.83,18330.27,9.26,309.42
TECHM,EQ,1438.9,-1.55,140989.36,20.45,293.69
MEESHO,EQ,164,-0.89,74850.51,151.29,249.24
MPHASIS,EQ,2329,-2.36,44441.88,10.26,238
POONAWALLA,EQ,400.1,-0.41,32520.83,58,232.94
AGIIL,EQ,361,-0.19,4512.41,62.18,229.77
ITI,EQ,291.4,-2.01,28000.25,71.61,210.38
INDUSTOWER,EQ,437.1,-0.31,115314.09,46.87,205.56
DMART,EQ,4395.2,-0.46,286549.07,4.42,193.95
LTM,EQ,4495,-1.68,133273.75,4.21,187.88
CHENNPETRO,EQ,974.6,-0.89,14512.91,17.97,174.65
GLENMARK,EQ,2163.5,-0.26,61054.15,6.69,145.2
QPOWER,EQ,962,-0.81,7450.12,12.56,122.73
GMDCLTD,EQ,602.6,-0.29,19162.68,20.13,122.23
JSWENERGY,EQ,487.95,-0.25,85747.08,21.99,108.03
PETRONET,EQ,270.75,-0.23,40612.5,37.51,101.51
TATAELXSI,EQ,4448,-0.09,27692.82,2,88.67
AWHCL,EQ,501,-1.89,1421.94,17.38,88.08
DELHIVERY,EQ,469.35,-0.11,35135.92,18.63,87.65
GUJALKALI,EQ,614.5,-0.58,4512.7,13.76,85.61
ITBEES,EQ,34.21,-1.92,3564.4,247.71,84.59
SHAILY,EQ,1954,-2.06,8979.63,4.22,82.91
MRPL,EQ,174.69,-0.88,30616.15,46.69,82.13
NATCOPHARM,EQ,1104,-1.75,19773.73,6.63,73.79
MINDACORP,EQ,513,-0.27,12264.77,14.14,72.79
KEC,EQ,573.7,-0.78,15271.89,12.11,69.82
JWL,EQ,268,-0.34,11453.53,24.85,67.25
PCJEWELLER,EQ,9.15,-0.54,7237.2,696.72,64.38
SHAKTIPUMP,EQ,510,-0.92,6293.3,12.43,64.07
SAGILITY,EQ,42.2,-1.22,19755.21,148.11,62.95
FORTIS,EQ,848,-0.24,64020.45,7.26,61.84
TIINDIA,EQ,2736,-0.27,52953.89,2.24,61.74
WOCKPHARMA,EQ,1344,-1.88,21838.06,4.5,60.99
KTKBANK,EQ,241.5,-0.9,9133.08,24.53,59.84
LICHSGFIN,EQ,531.95,-0.07,29260.6,10.07,53.6
NEWGEN,EQ,449.5,-1.68,6397.18,11.31,51.08
RUBICON,EQ,838.65,-2.05,13816.78,5.77,49.54
JAYNECOIND,EQ,81.99,-0.1,7961.21,58.38,47.56
APOLLOTYRE,EQ,439,-0.31,27880.93,10.53,46.2
JTLIND,EQ,64.2,-2.43,2523.58,70.69,45.89
INDIAMART,EQ,2100,-0.01,12618.3,2.11,44.3
ELECON,EQ,421.5,-1.02,9458.46,10.24,43.32
EMCURE,EQ,1593,-0.74,30201.61,2.62,42.72
GRANULES,EQ,631.95,-0.56,15659.53,6.61,42.13
VMART,EQ,618,-1.71,4910.52,6.73,41.93
BSOFT,EQ,366.45,-1.85,10242.51,11.32,41.88
ZAGGLE,EQ,251.69,-0.21,3384.18,16.33,41.31
GESHIP,EQ,1378,-0.95,19673.31,2.9,39.98
PVP,EQ,32,-3.99,833.29,111.85,37.2
SENCO,EQ,322.85,-0.35,5288.5,11.24,36.53
HAPPSTMNDS,EQ,378.75,-0.18,5767.41,9.3,35.27
APOLLOPIPE,EQ,439.9,-2.42,1937.68,7.77,35.09
VINATIORGA,EQ,1250,-1.34,12958.2,2.74,34.96
NLCINDIA,EQ,267,-0.67,37023.2,12.84,34.49
FACT,EQ,854.1,-0.8,55266.42,3.96,33.99
PTCIL,EQ,15400,-0.23,23088.53,0.21,33.34
INDSWFTLAB,EQ,140.35,-2.01,1145.42,22.87,32.94
SIGNATURE,EQ,818,-0.34,11493.77,3.35,27.8
LLOYDSENT,EQ,59.41,-2.78,8875.08,45.84,27.68
ELECTCAST,EQ,83.1,-1.18,5137.11,32.76,27.55
ANTELOPUS,EQ,600.2,-4.99,2110.44,4.5,27.55
PRIVISCL,EQ,2900,-0.54,11328.18,0.91,26.54
BALRAMCHIN,EQ,473,-0.98,9552.26,5.47,26.08
CREDITACC,EQ,1226,-0.78,19640.03,2.09,25.73
LATENTVIEW,EQ,295.6,-0.86,6116.7,8.44,25.08
SEPC,EQ,7.3,-3.31,1379.74,333.18,24.92
GOKULAGRO,EQ,199.01,-0.44,5872.52,11.76,23.79
ACMESOLAR,EQ,270,-1.14,16361.24,8.65,23.41
TANLA,EQ,473.5,-0.05,6279.43,4.83,23.19
AXISCADES,EQ,1687,-1.51,7172.68,1.29,22.09
UBL,EQ,1453,-0.97,38418.07,1.43,20.74
SOBHA,EQ,1299,-0.12,13890.57,1.56,20.35
RENUKA,EQ,27.32,-0.76,5815.03,71.85,19.87
GMBREW,EQ,991.15,-0.72,2264.47,1.96,19.67
CUBEINVIT,IV,147.89,-0.07,19877.45,13.25,19.61
SHREEJISPG,EQ,345,-0.86,5620.68,5.47,19.16
AKZOINDIA,EQ,2979.5,-0.04,13568.74,0.64,19.13
EPACK,EQ,238.98,-0.69,2299.67,7.47,17.9
BALUFORGE,EQ,464,-1.14,5335.62,3.78,17.78
RAINBOW,EQ,1250,-0.32,12694.89,1.36,16.94
RSL,EQ,122.7,-0.09,1025.38,13.23,16.51
SAMBHV,EQ,111.7,-0.26,3291.48,14.75,16.46
EQUAL50ADD,EQ,330.07,-1.13,1178.9,4.92,16.23
RSYSTEMS,EQ,260.6,-3.13,3087.64,6.05,15.95
CPPLUS,EQ,1894,-0.51,22310.96,0.84,15.81
CPSEETF,EQ,103.2,-0.14,21258.96,14.96,15.5
KRISHANA,EQ,566,-3.14,3499.44,2.65,15.42
VGUARD,EQ,323,-1.57,14108.76,4.27,13.81
GAEL,EQ,152,-0.52,6971.79,8.7,13.28
AJMERA,EQ,120.8,-0.35,2377.29,10.59,13.23
STOVEKRAFT,EQ,556.1,-1.35,1841.1,2.25,12.68
PTC,EQ,166.52,-0.05,4929.13,7.09,11.83
STYL,EQ,232.87,-4.82,3767.97,4.92,11.54
RISHABH,EQ,436.2,-0.73,1681.24,2.47,11.16
CIGNITITEC,EQ,1212.8,-2.92,3340.9,0.91,10.98
MASTEK,EQ,1581.4,-1.75,4901.92,0.68,10.91
JSFB,EQ,388,-0.78,4086.59,2.76,10.75
BHARTIHEXA,EQ,1525.5,-0.33,76275,0.7,10.67
PHARMABEES,EQ,22.71,-0.13,1252.36,46.95,10.65
ARIS,EQ,112.4,-0.6,919,8.73,9.93
JINDALPOLY,EQ,770,-5,3371.55,1.17,9.15
MANGLMCEM,EQ,868,-0.07,2386.77,1.06,9.14
STYLAMIND,EQ,2220,-0.2,3762.47,0.4,8.99
AARTIDRUGS,EQ,354.55,-0.87,3235.98,2.41,8.6
UTLSOLAR,EQ,220.6,-0.18,6759.43,3.79,8.47
BUILDPRO,EQ,1070.5,-3.55,2595.89,0.76,8.19
CANFINHOME,EQ,840.75,-0.07,11194.93,0.91,7.65
SOUTHWEST,EQ,228.5,-0.55,681.62,3.22,7.48
MBAPL,EQ,524,-2.98,4591.65,1.41,7.48
NACLIND,EQ,166.3,-0.49,3894.39,4.31,7.24
INNOVISION,EQ,311.8,-1.25,742.5,2.01,6.27
PRAMARA,SM,346,-0.36,482.47,1.79,6.18
JARO,EQ,427.1,-1.25,947.15,1.4,6.07
BHAGYANGR,EQ,183,-1.07,585.51,3.28,6.05
CENTURYPLY,EQ,730,-0.81,16218.63,0.75,5.56
ITIETF,EQ,34.3,-1.58,469.6,15.95,5.44
82HUDCO27,N2,1025.02,-0.48,2581.23,0.51,5.26
LIKHITHA,EQ,221.65,-6.65,874.41,2.27,5.26
POLYPLEX,EQ,867.1,-0.26,2722.04,0.6,5.18
FISCHER,EQ,40.85,-0.46,2649.19,12.07,5.03
PNGSREVA,EQ,375,-0.28,1188.69,1.31,4.98
CARERATING,EQ,1556,-0.29,4675.32,0.31,4.89
C2C,SM,470.5,-0.16,798.36,1.04,4.88
AVADHSUGAR,EQ,469,-0.41,938.86,1,4.76
WEWORK,EQ,477,-1.54,6457.53,0.98,4.73
BIRET,RR,334,-1.18,25029.48,1.37,4.63
UNIECOM,EQ,92.3,-0.09,1037.26,4.87,4.52
AIMTRON,SM,889.9,-2.85,1834.01,0.48,4.37
SHOPERSTOP,EQ,298.9,-0.37,3291.41,1.41,4.19
PDSL,EQ,295.8,-0.77,4183.86,1.42,4.18
706GS2028,GS,101.7,-1.74,112887,4,4.1
GULPOLY,EQ,171,-0.66,1066.54,2.31,4
NXST,RR,157,-0.24,23785.5,2.52,4
UGROCAP,EQ,94,-0.15,1365.26,4.15,3.93
CANHLIFE,EQ,144.8,-0.86,13756,2.66,3.88
ITADD,EQ,32.77,-1.3,128.69,11.8,3.85
ITETF,EQ,32.65,-1.77,97.51,11.75,3.83
KRYSTAL,EQ,543.95,-0.28,760,0.71,3.82
SPORTKING,EQ,138.05,-0.68,1754.23,2.72,3.8
GOPAL,EQ,265,-1.69,3303.18,1.4,3.76
NPST,EQ,1253,-0.64,2612.59,0.27,3.44
INVENTURE,EQ,0.95,-12.84,99.75,377.06,3.43
DPEL,SM,441.55,-4.99,1102.33,0.77,3.42
DBCORP,EQ,211.9,-0.12,3777.03,1.56,3.29
SUNDROP,EQ,639,-1.05,2408.83,0.5,3.17
GANESHCP,EQ,194.7,-0.45,786.84,1.57,3.12
MARKOLINES,EQ,151,-0.64,332.82,2.04,3.08
KESORAMIND,EQ,10.39,-4.94,322.78,28.7,3.07
DAVANGERE,EQ,3.7,-0.54,529.1,82.29,3.05
MWL,EQ,261.8,-1.45,777.56,1.15,3.05
SPAL,EQ,764,-2.41,1920.61,0.38,2.97
LEMERITE,EQ,443.5,-1.21,1110.24,0.64,2.86
NIITMTS,EQ,306.5,-0.73,4215,0.86,2.71
REDTAPE,EQ,122.1,-0.3,6749.78,2.16,2.66
SURYODAY,EQ,134.58,-0.51,1430.45,1.85,2.48
JAGSNPHARM,EQ,192.65,-0.44,1290.03,1.26,2.44
MASFIN,EQ,309.75,-0.13,5620.52,0.79,2.43
SHREEPUSHK,EQ,338,-3.85,1093.01,0.7,2.38
AARTECH,EQ,40.3,-7.4,128.03,6.13,2.37
MSPL,EQ,35,-1.38,1983.79,6.5,2.3
BLSE,EQ,162.59,-0.01,1477.24,1.4,2.29
BIKAJI,EQ,639.6,-0.05,16037.1,0.36,2.29
IT,EQ,34.2,-1.75,409.59,6.65,2.26
SARTELE,SM,167.2,-1.56,820.58,1.29,2.21
SUDEEPPHRM,EQ,610,-0.54,6889.87,0.35,2.18
MANOMAY,EQ,221,-1.87,398.88,0.98,2.17
SILGO,EQ,75.25,-2.53,240.69,2.78,2.14
NUCLEUS,EQ,816.5,-1.78,2149.46,0.25,2.08
TICL,EQ,23.79,-2.34,368.75,8.26,2.02
FOSECOIND,EQ,4590,-1.22,3459.6,0.04,1.94
STERTOOLS,EQ,236.3,-2.53,858.82,0.8,1.94
HDFCNIFIT,EQ,33,-1.79,117.96,5.88,1.93
LAXMIDENTL,EQ,189,-0.64,1038.78,1,1.92
MPSLTD,EQ,1730,-0.93,2959.31,0.11,1.89
GKSL,EQ,107.5,-1.1,847.56,1.74,1.88
MODIS,EQ,298.15,-1.71,584.11,0.62,1.86
BODALCHEM,EQ,64.49,-0.54,812.21,2.57,1.66
DOLPHIN,EQ,400.5,-0.25,1602.18,0.41,1.66
UDS,EQ,150.05,-1.37,1004.63,1.09,1.65
PIXTRANS,EQ,1446.8,-0.84,1971.29,0.11,1.62
KCK,SM,14.15,-0.7,90,10.82,1.6
NAVKARCORP,EQ,95,-0.33,1429.93,1.67,1.6
IFBAGRO,EQ,864,-1.04,809.32,0.18,1.57
RPGLIFE,EQ,1880,-0.38,3109.33,0.08,1.56
SWARAJ,SM,294.7,-0.22,748.23,0.53,1.54
SJLOGISTIC,SM,294,-0.78,449.62,0.49,1.46
SHRIAHIMSA,SM,240.9,-2.84,564.45,0.59,1.44
DIVGIITTS,EQ,676.95,-0.07,2070.31,0.2,1.38
INDIANHUME,EQ,325.55,-0.5,1715.06,0.41,1.34
VIVIANA,SM,730,-1.84,739.11,0.17,1.29
PRIMESECU,EQ,288.5,-0.48,978.02,0.41,1.2
718GS2033,GS,102.05,-0.05,205120.5,1.18,1.2
E2ERAIL,SM,184.95,-3.19,319.18,0.64,1.2
ACCENTMIC,SM,415.15,-0.73,995.9,0.28,1.18
ABINFRA,EQ,16.08,-2.13,1027.17,7.28,1.18
BETA,EQ,1399.5,-1.24,1418.66,0.08,1.17
GOLDBND,EQ,148.29,-0.38,10.54,0.78,1.16
CONTROLPR,EQ,650,-2.01,1039.62,0.18,1.16
HARDWYN,BE,20.68,-0.24,1010.08,5.42,1.13
ARHAM,SM,139.7,-0.99,304.71,0.79,1.11
RBZJEWEL,EQ,137.4,-2.52,549.6,0.77,1.08
KRISHCA,SM,167,-3.22,241.15,0.64,1.08
GSEC10IETF,EQ,256.8,-0.25,556.9,0.41,1.05
GREENLAM,EQ,218.95,-0.31,5586.46,0.48,1.04
EXPLEOSOL,EQ,753.05,-0.71,1168.71,0.13,1.03
MAANALU,EQ,135.81,-0.24,814.65,0.74,1.02
PATELRMART,EQ,179.5,-0.06,599.54,0.53,0.95
SHETHJI,SM,121.05,-0.08,275.51,0.78,0.95
IGCL,EQ,61.25,-1.86,387.25,1.52,0.93
NGLFINE,EQ,2349.9,-0.5,1451.77,0.04,0.89
SASKEN,EQ,1215,-0.01,1845.16,0.07,0.86
SBIETFIT,EQ,342.5,-1.69,69.59,0.25,0.85
738GS2027,GS,103.6,-0.08,147112,0.81,0.84
DCI,BE,347.65,-4.99,556.24,0.23,0.8
TEJASCARGO,SM,263.2,-4.98,628.86,0.3,0.79
MANCREDIT,EQ,173,-1.77,365.27,0.44,0.77
BORANA,BE,330,-1.58,879.29,0.23,0.76
CELLECOR,SM,31.15,-1.11,687.41,2.43,0.76
LICMFGOLD,EQ,134.2,-0.15,1390.28,0.56,0.75
SUNCLAY,EQ,1285,-0.88,2832.93,0.06,0.75
VALIANTORG,EQ,262.46,-2.08,735.4,0.28,0.75
KILITCH,EQ,129.89,-1.05,454.12,0.56,0.73
