Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HINDZINC,EQ,703.9,-3.2,297420.2,381.83,2738.61
MARUTI,EQ,14880,-2.39,467831.03,15.84,2366.31
AXISBANK,EQ,1314,-0.14,408045.32,154.26,2067.91
BHARTIARTL,EQ,1956,-0.88,1115331.8,94.27,1845.25
INFY,EQ,1666,-0.99,675507.67,85.89,1428.12
ASIANPAINT,EQ,2512,-4.22,240950.48,34.3,855.3
SUNPHARMA,EQ,1608,-1.89,385803.97,41.24,663.34
CARTRADE,EQ,2420,-4.79,11577.99,25.45,616.49
EICHERMOT,EQ,7095,-0.97,194615.31,8.56,596.53
TATACONSUM,EQ,1133.4,-4.55,112111.06,45.6,515.33
INDIGO,EQ,4757,-0.25,183901.39,10.76,511.66
CSBBANK,EQ,431,-13.75,7477.24,112.46,509.22
SAIL,EQ,155.46,-0.06,64213.15,314.72,489.67
VMM,EQ,120.45,-3.66,56286.32,364.72,435.84
HINDUNILVR,EQ,2386,-0.62,560612.48,17.98,426.27
MAXHEALTH,EQ,960,-1.59,93408.14,42.38,407.53
MARICO,EQ,735.15,-1.43,95428.91,51.05,375.62
VBL,EQ,469.2,-0.52,158682.91,75.54,351.97
SHADOWFAX,EQ,109.18,-3.04,6312.06,285.14,326.23
TITAN,EQ,3980,-0.43,353338.89,8.09,322.24
BAJAJ-AUTO,EQ,9469,-0.24,264656.5,3.42,320.08
ANTELOPUS,EQ,562,-6.32,1976.12,48.74,288.44
FEDERALBNK,EQ,284.5,-0.16,70032.91,100.76,286.18
BHARATCOAL,EQ,37.05,-1.8,17254.18,754.89,285.8
JSWSTEEL,EQ,1218.4,-0.29,297954.11,22.14,270.24
RADICO,EQ,2768,-5.34,37061.72,9.61,268.62
METROBRAND,EQ,1044,-1.7,28444.74,23.88,261.29
SAGILITY,EQ,52,-0.34,24342.91,491.5,256.02
BRITANNIA,EQ,5742,-2.45,138306.58,4.43,254.73
PERSISTENT,EQ,6195,-0.34,97726.13,3.73,231.91
HYUNDAI,EQ,2159,-0.66,175427.62,10.43,223.98
CUPID,EQ,395.9,-0.15,10628.61,54.77,218.92
DRREDDY,EQ,1221,-1.52,101905.8,17.41,213.32
HOMEFIRST,EQ,1193.5,-4.65,12423.81,16.6,197.49
LUPIN,EQ,2131.6,-0.88,97371.23,9.26,197.2
KALYANKJIL,EQ,368,-0.24,38001.99,52.45,193.64
ABCAPITAL,EQ,348.75,-0.04,91284.88,51.51,178.79
CHOLAFIN,EQ,1637,-0.16,138165.61,10.66,174.81
MANAPPURAM,EQ,292.75,-0.8,24779.38,58.4,170.83
IDFCFIRSTB,EQ,82.91,-0.71,71274.86,202.27,166.97
GODREJCP,EQ,1171,-0.25,119821.94,13.61,158.38
TORNTPHARM,EQ,3945.7,-1.29,133536.63,3.84,151.98
SBFC,EQ,88.6,-1.52,9714.75,164.93,145.7
GRASIM,EQ,2840,-0.57,193268.17,5.09,145.28
NESTLEIND,EQ,1295.6,-0.59,249832.4,9.4,121.1
ANANDRATHI,EQ,2865.3,-1.22,23787.9,4.26,120.88
AUBANK,EQ,962,-0.16,71900.21,12.39,119.14
SOUTHBANK,EQ,44.55,-1.33,11659.42,238.77,105.8
PCJEWELLER,EQ,10.48,-3.23,7678.42,961.68,101.26
ALKEM,EQ,5720,-0.59,68391.18,1.69,97.13
POCL,EQ,1263,-4.43,3853.57,7.19,94.4
UPL,EQ,714.85,-0.24,60337.98,12.99,92.6
MRF,EQ,135000,-0.6,57255.43,0.07,88.31
BALUFORGE,EQ,353,-2.86,4023.91,24.08,86.02
SYNGENE,EQ,480.75,-1.83,19371.31,17.83,85.89
TATACAP,EQ,338,-0.18,143476.57,24.59,82.95
EXIDEIND,EQ,321.5,-0.54,27327.5,24.88,80.02
CREDITACC,EQ,1299,-1.64,20798.85,6.15,79.81
KFINTECH,EQ,1014.2,-0.18,17491.14,6.66,67.74
ATHERENERG,EQ,608.9,-1.65,23250.31,11.07,67.46
AIRTELPP,E1,1560,-1.03,61196.88,4.32,67.27
TATAELXSI,EQ,5387,-0.52,33538.06,1.21,65.4
TATACOMM,EQ,1532,-1.56,43662,4.1,62.85
GRANULES,EQ,564.95,-2.44,13709.57,10.88,61.53
COLPAL,EQ,2153.1,-0.04,58561.23,2.86,61.3
BLS,EQ,266.3,-1.19,10964.66,22.61,60.05
IXIGO,EQ,215.8,-2.62,9442.96,27.04,59.1
HEXT,EQ,695,-0.13,42465.61,8.47,58.73
DALBHARAT,EQ,2078,-1.38,38976.21,2.78,58
ACC,EQ,1683.5,-0.26,31613.99,3.36,56.66
BHARTIHEXA,EQ,1535.4,-2.95,76770,3.51,54.15
CHOICEIN,EQ,744,-0.21,15548.77,6.42,48
GLENMARK,EQ,1995,-0.24,56299.06,2.33,46.3
PIRAMALFIN,EQ,1792,-0.11,40620.64,2.58,45.98
AEGISVOPAK,EQ,213.15,-3.28,23616.84,21.28,45.57
FIVESTAR,EQ,503.55,-1.78,14831.78,8.98,45.47
AIIL,EQ,500,-3.53,42461.28,8.96,44.85
RAIN,EQ,143.5,-0.1,4826.56,30.63,44.55
JTLIND,EQ,74,-1.4,2827.11,59.23,44.27
VINCOFE,EQ,146.5,-2.12,2116.02,28.81,43.15
AGIIL,EQ,254.1,-0.66,3104.27,16.76,42.9
PAGEIND,EQ,32485,-0.11,36233.36,0.13,42.66
INDIASHLTR,EQ,752.3,-1.69,8173.32,5.61,42.11
JSL,EQ,808.9,-0.14,66687.3,5.13,41.47
AWHCL,EQ,561.5,-5.33,1593.65,6.95,39.68
IKS,EQ,1589,-2.66,27262.97,2.47,39.17
PVRINOX,EQ,941,-1.41,9240.62,4.16,39.06
SHREEJISPG,EQ,310.3,-0.16,5055.35,12.1,38.21
APOLLOTYRE,EQ,500.7,-1.23,31799.5,7.45,37.42
SUMICHEM,EQ,404,-0.15,20165.49,9.14,36.81
BALKRISIND,EQ,2403.6,-0.6,46465.72,1.49,36.13
RPGLIFE,EQ,1968,-6.38,3254.88,1.84,35.81
EKC,EQ,113.5,-3.21,1273.56,30.97,35.33
SBC,EQ,28.87,-0.03,1374.76,112.68,32.33
WHIRLPOOL,EQ,782,-0.7,9921.38,4.13,32.2
INDIGRID,IV,164.2,-0.02,15641.11,19.24,31.57
VIMTALABS,EQ,459.95,-9.65,2053,6.57,31.35
QPOWER,EQ,593.8,-0.22,4598.63,5.17,31.2
MON100,EQ,235.27,-0.53,11913.71,13.14,31.04
OSWALPUMPS,EQ,384.85,-1.51,4386.42,7.91,30.67
JBCHEPHARM,EQ,1852.8,-1.32,29725.41,1.56,29.11
ICICIPRULI,EQ,643,-0.13,93104.29,4.39,28.3
SIYSIL,EQ,524,-5.94,2377.39,5.4,28.15
CONCORDBIO,EQ,1187.6,-2.82,12424.22,2.29,27.41
NEWGEN,EQ,600,-0.82,8539.07,4.5,27.04
KAJARIACER,EQ,886.25,-1.68,14115.51,3.02,26.86
DAVANGERE,EQ,4.61,-2.95,659.23,569.39,26.14
KAMDHENU,EQ,22.17,-4.85,624.93,108.24,25.5
LALPATHLAB,EQ,1396.9,-0.32,23405.2,1.76,24.56
EMMVEE,EQ,191,-1.99,13223.79,12.61,24.27
CEATLTD,EQ,3692,-0.21,14934.17,0.66,24.18
JKTYRE,EQ,507,-0.69,13892.82,4.71,23.78
YATHARTH,EQ,554,-0.54,5338.03,4.18,23.11
EMCURE,EQ,1443.1,-2.8,27357.21,1.46,21.26
CRAMC,EQ,250,-0.97,4985.44,8.46,21.17
LUMAXTECH,EQ,1335,-1.48,9099.05,1.58,20.92
PRICOLLTD,EQ,559,-1.92,6813.18,3.71,20.73
BOMDYEING,EQ,115,-0.7,2375.15,17.38,20.04
EPACK,EQ,226.7,-0.37,2181.5,8.88,19.98
YASHO,EQ,1180,-2.06,1422.74,1.64,19.9
BLUEJET,EQ,414.5,-1.27,7190.14,4.73,19.88
RBA,EQ,64.25,-0.08,3744.15,30.55,19.62
BRIGADE,EQ,736,-0.25,17995.07,2.59,19.06
FMCGIETF,EQ,54.66,-0.46,745.09,35.01,19.05
MONTECARLO,EQ,564,-3.26,1169.29,3.22,18.96
SOLARWORLD,EQ,236,-5.64,2045.47,7.53,18.84
EMAMILTD,EQ,488,-1.6,21301.2,3.77,18.44
PARKHOSPS,EQ,151.2,-0.54,6530.79,11.45,17.56
RATEGAIN,EQ,587.55,-3.58,6939.09,2.91,17.29
ASTERDM,EQ,550.1,-0.74,28501.84,3.11,17.18
DODLA,EQ,1175,-0.1,7088.52,1.47,16.99
HERITGFOOD,EQ,396.85,-0.6,3682.61,4.1,16.34
SENORES,EQ,790,-0.14,3638.23,2.03,16.33
KIMS,EQ,609.7,-0.86,24396.47,2.68,16.31
INDIACEM,EQ,445.1,-1.95,13793.52,3.64,16.07
754GS2036,GS,106.35,-0.01,158461.5,15.12,16.05
WESTLIFE,EQ,496,-0.47,7719.93,3.35,16.03
RAYMOND,EQ,385,-0.7,2563.09,4.08,15.88
BERGEPAINT,EQ,478.85,-3.32,55832.29,3.27,15.8
EQUITASBNK,EQ,69.63,-0.1,7944.21,22.28,15.51
KRT,RR,119.65,-3.31,53057.59,12.53,15.09
AKZOINDIA,EQ,2829,-2.48,12883.35,0.52,14.86
SUPRIYA,EQ,662.3,-3.17,5330.38,2.22,14.81
MANYAVAR,EQ,482.15,-2.21,11714.95,2.95,14.38
MIDWESTLTD,EQ,1357.7,-0.81,4909.55,1.04,14.36
RAINBOW,EQ,1188,-0.04,12065.23,1.2,14.26
TENNIND,EQ,503.5,-1.26,20321.48,2.76,13.98
HCG,EQ,586.8,-2.33,8274.33,2.24,13.17
INDIAMART,EQ,2177.4,-0.41,13083.38,0.59,12.95
ARFIN,EQ,74.15,-1.37,1251.08,16.89,12.5
ICIL,EQ,233.4,-2.14,4622.59,5.25,12.35
SKYGOLD,EQ,314.8,-0.11,4875.12,3.76,11.84
SCHAEFFLER,EQ,3612.2,-0.68,56460.01,0.31,11.26
AFCONS,EQ,337,-1.09,12394.34,3.19,10.79
RAMCOCEM,EQ,1065,-0.59,25165.14,1.01,10.74
IPCALAB,EQ,1448.8,-0.42,36756.67,0.74,10.73
ORIANA,SM,1535,-3.46,3118.99,0.65,10.29
CCL,EQ,934.9,-2.48,12483.53,1.08,10.18
MATRIMONY,EQ,560,-1.37,1207.55,1.79,10.02
RAYMONDLSL,EQ,918.8,-1.86,5597.66,1.09,9.99
PGINVIT,IV,91.5,-0.15,8326.49,10.89,9.98
ABBOTINDIA,EQ,27655,-0.11,58764.94,0.04,9.72
TEGA,EQ,1708.8,-0.23,12837.82,0.56,9.62
PGHL,EQ,5385,-0.37,8938.77,0.17,9.37
VIJAYA,EQ,954,-1.49,9799.96,0.97,9.35
AARTIPHARM,EQ,764,-0.33,6924.99,1.22,9.33
WAKEFIT,EQ,179.9,-0.18,5879.65,5.05,9.14
PHARMABEES,EQ,22.3,-0.18,998.78,40.63,9.04
EIFFL,EQ,247.6,-5.04,614.05,3.6,8.92
NIITMTS,EQ,380,-0.25,5216.09,2.25,8.63
BLUESTONE,EQ,441.5,-2.08,6686.23,1.9,8.53
CARERATING,EQ,1555,-2.17,4671.51,0.54,8.34
AWFIS,EQ,402.6,-1.07,2878.95,2.04,8.33
ACI,EQ,565,-0.63,6975.4,1.48,8.33
MARINE,EQ,180,-1.25,2483,4.62,8.33
HONASA,EQ,268.8,-0.57,8745.94,2.98,7.94
AVALON,EQ,793.9,-0.13,5300,0.99,7.91
SILVERTUC,EQ,1357.2,-5,1721.07,0.54,7.49
NESCO,EQ,1095,-1.22,7715.37,0.67,7.36
SGBDE31III,GB,18741,-0.08,22689.37,0.04,7.21
PICCADIL,EQ,590,-1.19,5773.79,1.17,6.98
KROSS,EQ,193.6,-1.76,1248.9,3.52,6.8
IZMO,EQ,603.45,-2.28,902.37,1.1,6.67
JSFB,EQ,364.5,-1.05,3837.23,1.82,6.66
AGARWALEYE,EQ,431.3,-3.29,13663.91,1.5,6.57
ASAHIINDIA,EQ,971,-2.11,24753.43,0.63,6.18
NXST,RR,156.5,-2.27,23709.75,3.89,6.16
MEIL,EQ,283,-2.46,781.93,2.13,6.06
INNOVACAP,EQ,696.5,-0.63,3985.72,0.86,6.06
MEDIASSIST,EQ,400.2,-1.97,2979.8,1.49,6.03
INDOBORAX,EQ,243,-0.45,779.79,2.44,6.01
