"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,823.00","2.41","2.41","31.77","4.60","1.19"
"NIFTY FINANCIAL SERVICES 25/50","28,832.55","2.61","2.61","16.86","2.94","0.96"
"NIFTY FMCG","51,460.55","-0.26","-0.26","36.36","9.07","1.61"
"NIFTY IT","29,267.95","0.55","0.55","20.07","5.43","3.67"
"NIFTY MEDIA","1,469.05","1.36","1.36","30.85","1.55","1.19"
"NIFTY METAL","13,129.55","1.08","1.08","22.76","3.44","1.55"
"NIFTY PHARMA","24,110.30","2.30","2.30","35.99","5.25","0.65"
"NIFTY PSU BANK","8,679.15","2.84","2.84","8.49","1.41","2.25"
"NIFTY PRIVATE BANK","26,700.75","2.42","2.42","17.54","2.12","0.61"
"NIFTY REALTY","822.30","2.63","2.63","37.16","3.94","0.35"
"NIFTY HEALTHCARE INDEX","15,365.05","1.78","1.78","39.11","5.76","0.55"
"NIFTY CONSUMER DURABLES","37,377.55","0.87","0.87","58.91","12.22","0.38"
"NIFTY OIL & GAS","11,720.60","0.17","0.17","9.74","1.59","2.26"
"NIFTY MIDSMALL HEALTHCARE","47,209.55","2.46","2.46","44.35","5.82","0.41"
"NIFTY FINANCIAL SERVICES EX-BANK","32,149.05","2.31","2.31","23.56","4.43","0.74"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,934.15","2.35","2.35","29.49","3.30","0.51"
"NIFTY MIDSMALL IT & TELECOM","8,828.75","3.06","3.06","59.78","8.25","1.22"
"NIFTY CHEMICALS","29,462.35","2.46","2.46","47.51","4.35","0.58"
"NIFTY500 HEALTHCARE","19,700.45","1.98","1.98","40.70","6.02","0.51"
