"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,017.10","0.12","0.12","30.13","4.46","1.17"
"NIFTY FINANCIAL SERVICES 25/50","27,884.25","1.13","1.13","16.19","2.84","0.99"
"NIFTY FMCG","50,249.80","-0.03","-0.03","35.17","8.85","1.64"
"NIFTY IT","28,912.45","-0.37","-0.37","19.68","5.37","3.62"
"NIFTY MEDIA","1,374.55","-1.47","-1.47","32.53","1.45","1.28"
"NIFTY METAL","13,271.60","0.44","0.44","19.06","3.48","1.56"
"NIFTY PHARMA","24,573.95","-1.27","-1.27","38.38","5.36","0.64"
"NIFTY PSU BANK","8,006.15","0.22","0.22","7.78","1.30","2.42"
"NIFTY PRIVATE BANK","26,376.20","1.49","1.49","17.33","2.10","0.61"
"NIFTY REALTY","774.40","-0.09","-0.09","34.55","3.71","0.38"
"NIFTY HEALTHCARE INDEX","15,671.20","-1.52","-1.52","41.54","5.88","0.54"
"NIFTY CONSUMER DURABLES","35,249.15","0.19","0.19","63.14","11.34","0.45"
"NIFTY OIL & GAS","11,372.30","-0.05","-0.05","9.07","1.57","2.28"
"NIFTY MIDSMALL HEALTHCARE","48,191.05","-1.40","-1.40","44.07","5.95","0.40"
"NIFTY FINANCIAL SERVICES EX-BANK","31,487.40","0.62","0.62","22.53","4.33","0.73"
"NIFTY MIDSMALL FINANCIAL SERVICES","22,060.85","0.36","0.36","28.65","3.31","0.50"
"NIFTY MIDSMALL IT & TELECOM","9,245.30","0.22","0.22","18.24","8.65","0.99"
"NIFTY CHEMICALS","29,175.35","-0.09","-0.09","46.79","4.28","0.59"
"NIFTY500 HEALTHCARE","20,155.10","-1.31","-1.31","42.86","6.15","0.50"
"NIFTY REITS & REALTY","1,779.65","-0.06","-0.06","47.11","2.48","3.29"
"NIFTY CEMENT","15,141.85","0.58","0.58","28.89","2.37","0.45"
