"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,480.50","0.07","0.07","30.59","4.54","1.15"
"NIFTY FINANCIAL SERVICES 25/50","28,325.65","-0.59","-0.59","16.45","2.89","0.97"
"NIFTY FMCG","50,227.35","0.14","0.14","34.88","8.76","1.70"
"NIFTY IT","28,978.50","-","-","19.72","5.38","3.89"
"NIFTY MEDIA","1,375.15","-0.24","-0.24","33.58","1.45","1.28"
"NIFTY METAL","13,492.55","1.10","1.10","20.14","3.54","1.53"
"NIFTY PHARMA","24,659.20","-0.06","-0.06","38.09","5.37","0.64"
"NIFTY PSU BANK","8,200.20","-0.46","-0.46","7.97","1.33","2.36"
"NIFTY PRIVATE BANK","26,760.80","-0.62","-0.62","17.58","2.13","0.60"
"NIFTY REALTY","782.00","-0.52","-0.52","34.30","3.75","0.38"
"NIFTY HEALTHCARE INDEX","15,663.65","-0.26","-0.26","40.99","5.88","0.54"
"NIFTY CONSUMER DURABLES","35,294.95","-1.05","-1.05","62.65","11.35","0.40"
"NIFTY OIL & GAS","11,515.60","-0.08","-0.08","9.24","1.59","2.25"
"NIFTY MIDSMALL HEALTHCARE","48,430.70","-0.05","-0.05","44.08","5.98","0.40"
"NIFTY FINANCIAL SERVICES EX-BANK","32,025.25","-0.17","-0.17","22.87","4.40","0.72"
"NIFTY MIDSMALL FINANCIAL SERVICES","22,600.35","0.83","0.83","29.23","3.39","0.49"
"NIFTY MIDSMALL IT & TELECOM","9,472.35","0.92","0.92","18.69","8.86","0.97"
"NIFTY CHEMICALS","29,745.20","0.41","0.41","47.70","4.36","0.58"
"NIFTY500 HEALTHCARE","20,178.95","-0.22","-0.22","42.60","6.16","0.50"
"NIFTY REITS & REALTY","1,789.05","-0.12","-0.12","47.74","2.49","3.27"
"NIFTY CEMENT","15,174.15","-0.44","-0.44","28.53","2.38","0.45"
