"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,049.70","0.62","0.62","29.06","4.44","1.23"
"NIFTY FINANCIAL SERVICES 25/50","27,857.85","1.44","1.44","16.03","2.80","1.00"
"NIFTY FMCG","50,779.15","0.34","0.34","35.49","8.92","1.63"
"NIFTY IT","27,360.35","-1.99","-1.99","18.96","5.17","3.76"
"NIFTY MEDIA","1,408.25","0.90","0.90","27.10","1.47","1.26"
"NIFTY METAL","13,562.25","2.04","2.04","22.87","3.48","1.55"
"NIFTY PHARMA","24,551.05","2.74","2.74","35.33","5.21","0.66"
"NIFTY PSU BANK","8,174.40","1.37","1.37","7.84","1.31","2.33"
"NIFTY PRIVATE BANK","26,155.60","1.16","1.16","16.99","2.06","0.63"
"NIFTY REALTY","770.10","0.77","0.77","34.08","3.66","0.38"
"NIFTY HEALTHCARE INDEX","15,712.35","2.56","2.56","38.63","5.75","0.56"
"NIFTY CONSUMER DURABLES","35,584.60","1.06","1.06","53.71","11.51","0.40"
"NIFTY OIL & GAS","11,442.20","0.04","0.04","9.67","1.58","2.27"
"NIFTY MIDSMALL HEALTHCARE","47,984.15","1.57","1.57","43.60","5.83","0.41"
"NIFTY FINANCIAL SERVICES EX-BANK","31,377.65","1.68","1.68","22.27","4.24","0.75"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,939.20","1.83","1.83","28.22","3.24","0.52"
"NIFTY MIDSMALL IT & TELECOM","8,783.95","-0.51","-0.51","56.71","8.24","1.02"
"NIFTY CHEMICALS","29,143.70","1.25","1.25","46.22","4.25","0.60"
"NIFTY500 HEALTHCARE","20,115.35","2.20","2.20","40.33","6.01","0.51"
"NIFTY REITS & REALTY","1,781.10","0.21","0.21","47.76","2.47","2.90"
"NIFTY CEMENT","15,047.65","0.56","0.56","29.00","2.34","0.45"
