"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","25,986.25","0.28","0.28","30.24","4.45","1.22"
"NIFTY FINANCIAL SERVICES 25/50","27,572.90","-0.14","-0.14","16.01","2.81","1.00"
"NIFTY FMCG","50,263.55","-0.51","-0.51","35.18","8.86","1.64"
"NIFTY IT","29,021.10","-0.56","-0.56","19.75","5.39","3.61"
"NIFTY MEDIA","1,395.10","-0.35","-0.35","33.02","1.47","1.26"
"NIFTY METAL","13,213.50","0.20","0.20","18.98","3.46","1.56"
"NIFTY PHARMA","24,890.90","0.19","0.19","38.93","5.42","0.63"
"NIFTY PSU BANK","7,988.35","0.22","0.22","7.76","1.29","2.42"
"NIFTY PRIVATE BANK","25,990.05","-0.15","-0.15","17.08","2.07","0.62"
"NIFTY REALTY","775.10","1.05","1.05","34.58","3.71","0.38"
"NIFTY HEALTHCARE INDEX","15,913.75","0.40","0.40","42.41","5.97","0.53"
"NIFTY CONSUMER DURABLES","35,181.05","0.51","0.51","62.73","11.31","0.40"
"NIFTY OIL & GAS","11,377.55","0.16","0.16","9.07","1.57","2.28"
"NIFTY MIDSMALL HEALTHCARE","48,874.65","0.22","0.22","44.81","6.03","0.39"
"NIFTY FINANCIAL SERVICES EX-BANK","31,294.20","-0.60","-0.60","22.40","4.30","0.72"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,982.70","-0.68","-0.68","28.55","3.30","0.48"
"NIFTY MIDSMALL IT & TELECOM","9,225.45","0.08","0.08","18.20","8.63","0.97"
"NIFTY CHEMICALS","29,202.50","0.46","0.46","46.42","4.28","0.59"
"NIFTY500 HEALTHCARE","20,423.10","0.43","0.43","43.74","6.24","0.49"
"NIFTY REITS & REALTY","1,780.80","0.30","0.30","47.14","2.48","3.29"
"NIFTY CEMENT","15,054.90","2.41","2.41","29.28","2.36","0.45"
