"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","25,888.95","-0.97","-0.97","29.35","4.48","1.22"
"NIFTY FINANCIAL SERVICES 25/50","27,463.40","-","-","16.03","2.80","1.00"
"NIFTY FMCG","50,604.85","0.30","0.30","35.38","8.89","1.65"
"NIFTY IT","27,916.65","-1.13","-1.13","19.18","5.23","3.71"
"NIFTY MEDIA","1,395.70","-0.04","-0.04","27.12","1.47","1.26"
"NIFTY METAL","13,290.80","3.18","3.18","22.16","3.38","1.60"
"NIFTY PHARMA","23,896.05","0.23","0.23","35.21","5.20","0.66"
"NIFTY PSU BANK","8,064.20","-0.09","-0.09","7.84","1.31","2.33"
"NIFTY PRIVATE BANK","25,854.60","-0.14","-0.14","17.01","2.06","0.62"
"NIFTY REALTY","764.25","-0.19","-0.19","34.14","3.67","0.38"
"NIFTY HEALTHCARE INDEX","15,320.45","0.29","0.29","38.52","5.73","0.56"
"NIFTY CONSUMER DURABLES","35,211.80","1.67","1.67","52.83","11.32","0.41"
"NIFTY OIL & GAS","11,437.55","1.28","1.28","9.55","1.56","2.30"
"NIFTY MIDSMALL HEALTHCARE","47,241.40","0.01","0.01","43.52","5.83","0.41"
"NIFTY FINANCIAL SERVICES EX-BANK","30,857.95","0.17","0.17","22.23","4.23","0.75"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,545.30","0.22","0.22","28.16","3.23","0.52"
"NIFTY MIDSMALL IT & TELECOM","8,828.95","0.71","0.71","56.31","8.18","1.02"
"NIFTY CHEMICALS","28,784.05","0.31","0.31","46.08","4.23","0.60"
"NIFTY500 HEALTHCARE","19,681.95","0.22","0.22","40.21","6.00","0.51"
"NIFTY REITS & REALTY","1,777.45","0.36","0.36","47.58","2.46","2.91"
"NIFTY CEMENT","14,964.50","0.86","0.86","28.76","2.32","0.46"
