"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,192.10","0.63","0.63","30.84","4.46","1.22"
"NIFTY FINANCIAL SERVICES 25/50","28,098.50","-0.34","-0.34","16.49","2.88","0.98"
"NIFTY FMCG","51,593.55","0.64","0.64","36.22","9.03","1.61"
"NIFTY IT","29,107.30","0.11","0.11","19.94","5.39","3.70"
"NIFTY MEDIA","1,449.30","0.08","0.08","30.41","1.53","1.21"
"NIFTY METAL","12,989.60","0.13","0.13","22.53","3.40","1.57"
"NIFTY PHARMA","23,568.95","0.40","0.40","35.20","5.12","0.67"
"NIFTY PSU BANK","8,439.25","-0.20","-0.20","8.27","1.37","2.31"
"NIFTY PRIVATE BANK","26,070.50","-0.67","-0.67","17.25","2.09","0.62"
"NIFTY REALTY","801.25","-1.41","-1.41","37.76","3.89","0.36"
"NIFTY HEALTHCARE INDEX","15,095.70","0.16","0.16","38.36","5.65","0.56"
"NIFTY CONSUMER DURABLES","37,053.80","-0.96","-0.96","58.96","12.23","0.38"
"NIFTY OIL & GAS","11,700.15","-0.28","-0.28","9.77","1.60","2.26"
"NIFTY MIDSMALL HEALTHCARE","46,077.10","0.48","0.48","43.43","5.66","0.42"
"NIFTY FINANCIAL SERVICES EX-BANK","31,423.25","0.65","0.65","22.91","4.30","0.76"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,430.50","0.54","0.54","29.05","3.21","0.53"
"NIFTY MIDSMALL IT & TELECOM","8,566.50","0.53","0.53","57.76","7.97","1.22"
"NIFTY CHEMICALS","28,756.20","0.22","0.22","39.86","4.23","0.60"
"NIFTY500 HEALTHCARE","19,317.95","0.15","0.15","39.99","5.89","0.52"
