"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,070.70","0.08","0.08","29.24","4.46","1.22"
"NIFTY FINANCIAL SERVICES 25/50","27,684.20","-0.62","-0.62","16.26","2.84","0.97"
"NIFTY FMCG","51,051.35","0.54","0.54","35.61","8.95","1.62"
"NIFTY IT","27,716.90","1.30","1.30","18.58","5.07","3.83"
"NIFTY MEDIA","1,436.10","1.98","1.98","27.35","1.48","1.25"
"NIFTY METAL","13,300.60","-1.93","-1.93","23.33","3.56","1.52"
"NIFTY PHARMA","24,634.80","0.34","0.34","37.82","5.35","0.64"
"NIFTY PSU BANK","8,027.20","-1.80","-1.80","7.94","1.32","2.30"
"NIFTY PRIVATE BANK","26,100.10","-0.21","-0.21","17.19","2.08","0.62"
"NIFTY REALTY","756.30","-1.79","-1.79","34.34","3.69","0.39"
"NIFTY HEALTHCARE INDEX","15,751.95","0.25","0.25","41.15","5.89","0.54"
"NIFTY CONSUMER DURABLES","35,555.60","-0.08","-0.08","55.32","11.63","0.40"
"NIFTY OIL & GAS","11,250.70","-1.67","-1.67","9.68","1.58","2.27"
"NIFTY MIDSMALL HEALTHCARE","48,037.15","0.11","0.11","43.93","5.92","0.40"
"NIFTY FINANCIAL SERVICES EX-BANK","31,222.90","-0.49","-0.49","22.64","4.31","0.72"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,789.70","-0.68","-0.68","28.74","3.30","0.48"
"NIFTY MIDSMALL IT & TELECOM","8,832.80","0.56","0.56","56.42","8.18","1.02"
"NIFTY CHEMICALS","29,179.85","0.12","0.12","46.80","4.30","0.59"
"NIFTY500 HEALTHCARE","20,140.55","0.13","0.13","42.43","6.14","0.50"
"NIFTY REITS & REALTY","1,754.15","-1.51","-1.51","47.57","2.48","3.16"
"NIFTY CEMENT","14,883.50","-1.09","-1.09","29.16","2.36","0.45"
