"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,142.60","-2.28","-2.28","29.35","4.48","1.22"
"NIFTY FINANCIAL SERVICES 25/50","27,464.30","-2.18","-2.18","16.03","2.80","1.00"
"NIFTY FMCG","50,453.90","-1.47","-1.47","35.38","8.89","1.65"
"NIFTY IT","28,234.90","-3.73","-3.73","19.18","5.23","3.71"
"NIFTY MEDIA","1,396.30","-2.77","-2.77","27.12","1.47","1.26"
"NIFTY METAL","12,881.40","-0.35","-0.35","22.16","3.38","1.60"
"NIFTY PHARMA","23,840.90","-1.36","-1.36","35.21","5.20","0.66"
"NIFTY PSU BANK","8,071.35","-1.10","-1.10","7.84","1.31","2.33"
"NIFTY PRIVATE BANK","25,891.60","-1.77","-1.77","17.01","2.06","0.62"
"NIFTY REALTY","765.70","-4.11","-4.11","34.14","3.67","0.38"
"NIFTY HEALTHCARE INDEX","15,276.50","-1.35","-1.35","38.52","5.73","0.56"
"NIFTY CONSUMER DURABLES","34,633.90","-3.59","-3.59","52.83","11.32","0.41"
"NIFTY OIL & GAS","11,293.15","-0.40","-0.40","9.55","1.56","2.30"
"NIFTY MIDSMALL HEALTHCARE","47,235.45","-1.62","-1.62","43.52","5.83","0.41"
"NIFTY FINANCIAL SERVICES EX-BANK","30,805.60","-3.05","-3.05","22.23","4.23","0.75"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,498.00","-2.63","-2.63","28.16","3.23","0.52"
"NIFTY MIDSMALL IT & TELECOM","8,766.80","-3.03","-3.03","56.31","8.18","1.02"
"NIFTY CHEMICALS","28,694.80","-2.43","-2.43","46.08","4.23","0.60"
"NIFTY500 HEALTHCARE","19,637.80","-1.54","-1.54","40.21","6.00","0.51"
"NIFTY REITS & REALTY","1,771.00","-1.98","-1.98","47.58","2.46","2.91"
"NIFTY CEMENT","14,837.45","-1.92","-1.92","28.76","2.32","0.46"
