"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,753.40","-1.86","-1.86","30.03","4.58","1.19"
"NIFTY FINANCIAL SERVICES 25/50","28,077.60","-1.41","-1.41","16.39","2.86","0.98"
"NIFTY FMCG","51,205.65","0.08","0.08","35.91","9.02","1.61"
"NIFTY IT","29,329.45","-0.22","-0.22","19.92","5.43","3.57"
"NIFTY MEDIA","1,436.15","-2.49","-2.49","30.17","1.51","1.22"
"NIFTY METAL","12,926.40","-0.95","-0.95","22.24","3.39","1.60"
"NIFTY PHARMA","24,170.45","0.25","0.25","35.70","5.27","0.65"
"NIFTY PSU BANK","8,161.05","-2.52","-2.52","7.89","1.32","2.31"
"NIFTY PRIVATE BANK","26,357.25","-0.77","-0.77","17.32","2.10","0.61"
"NIFTY REALTY","798.50","-3.05","-3.05","35.68","3.82","0.36"
"NIFTY HEALTHCARE INDEX","15,485.85","0.45","0.45","39.05","5.81","0.55"
"NIFTY CONSUMER DURABLES","35,923.95","-3.73","-3.73","54.79","11.74","0.39"
"NIFTY OIL & GAS","11,339.00","-2.24","-2.24","9.43","1.54","2.34"
"NIFTY MIDSMALL HEALTHCARE","48,012.40","0.78","0.78","44.24","5.92","0.40"
"NIFTY FINANCIAL SERVICES EX-BANK","31,774.50","-1.35","-1.35","22.93","4.37","0.73"
"NIFTY MIDSMALL FINANCIAL SERVICES","22,078.55","-0.90","-0.90","28.92","3.32","0.51"
"NIFTY MIDSMALL IT & TELECOM","9,040.90","1.07","1.07","58.07","8.44","0.99"
"NIFTY CHEMICALS","29,408.75","-0.75","-0.75","48.12","4.34","0.59"
"NIFTY500 HEALTHCARE","19,945.25","0.60","0.60","40.84","6.09","0.50"
"NIFTY REITS & REALTY","1,806.85","-1.15","-1.15","48.61","2.51","2.86"
"NIFTY CEMENT","15,127.90","-0.96","-0.96","29.32","2.37","0.45"
