"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,027.70","0.42","0.42","30.84","4.46","1.22"
"NIFTY FINANCIAL SERVICES 25/50","28,193.50","0.84","0.84","16.49","2.88","0.98"
"NIFTY FMCG","51,266.00","0.38","0.38","36.22","9.03","1.61"
"NIFTY IT","29,076.10","-0.95","-0.95","19.94","5.39","3.70"
"NIFTY MEDIA","1,448.10","-0.54","-0.54","30.41","1.53","1.21"
"NIFTY METAL","12,972.70","1.09","1.09","22.53","3.40","1.57"
"NIFTY PHARMA","23,475.55","0.89","0.89","35.20","5.12","0.67"
"NIFTY PSU BANK","8,455.80","-0.32","-0.32","8.27","1.37","2.31"
"NIFTY PRIVATE BANK","26,247.30","-0.13","-0.13","17.25","2.09","0.62"
"NIFTY REALTY","812.70","2.41","2.41","37.76","3.89","0.36"
"NIFTY HEALTHCARE INDEX","15,072.00","1.03","1.03","38.36","5.65","0.56"
"NIFTY CONSUMER DURABLES","37,411.10","0.37","0.37","58.96","12.23","0.38"
"NIFTY OIL & GAS","11,733.10","0.33","0.33","9.77","1.60","2.26"
"NIFTY MIDSMALL HEALTHCARE","45,857.05","1.96","1.96","43.43","5.66","0.42"
"NIFTY FINANCIAL SERVICES EX-BANK","31,221.65","1.18","1.18","22.91","4.30","0.76"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,315.00","0.41","0.41","29.05","3.21","0.53"
"NIFTY MIDSMALL IT & TELECOM","8,521.75","-0.12","-0.12","57.76","7.97","1.22"
"NIFTY CHEMICALS","28,692.15","0.74","0.74","39.86","4.23","0.60"
"NIFTY500 HEALTHCARE","19,289.00","1.51","1.51","39.99","5.89","0.52"
