"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","28,693.40","0.80","0.80","33.92","4.92","1.10"
"NIFTY FINANCIAL SERVICES 25/50","30,734.35","-0.05","-0.05","17.86","3.10","0.92"
"NIFTY FMCG","52,023.00","-0.16","-0.16","37.52","9.31","1.58"
"NIFTY IT","30,554.20","0.09","0.09","21.71","5.67","3.47"
"NIFTY MEDIA","1,407.75","-0.68","-0.68","29.55","1.48","1.28"
"NIFTY METAL","12,448.00","0.39","0.39","21.11","3.24","1.48"
"NIFTY PHARMA","23,301.65","1.08","1.08","34.87","5.08","0.68"
"NIFTY PSU BANK","9,879.85","0.95","0.95","9.80","1.62","1.94"
"NIFTY PRIVATE BANK","28,999.80","0.07","0.07","20.31","2.29","0.54"
"NIFTY REALTY","798.65","0.23","0.23","35.97","3.86","0.37"
"NIFTY HEALTHCARE INDEX","15,083.20","1.24","1.24","38.31","5.66","0.56"
"NIFTY CONSUMER DURABLES","37,520.35","0.01","0.01","59.70","11.76","0.39"
"NIFTY OIL & GAS","12,294.55","0.87","0.87","10.39","1.68","2.10"
"NIFTY MIDSMALL HEALTHCARE","44,356.70","1.02","1.02","41.54","5.41","0.43"
"NIFTY FINANCIAL SERVICES EX-BANK","32,051.80","-0.08","-0.08","24.05","4.51","0.78"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,958.20","0.36","0.36","29.19","3.02","0.63"
"NIFTY MIDSMALL IT & TELECOM","8,561.15","0.43","0.43","60.87","8.38","1.27"
"NIFTY CHEMICALS","28,126.80","0.86","0.86","39.68","4.15","0.61"
"NIFTY500 HEALTHCARE","19,072.75","0.98","0.98","39.37","5.77","0.53"
