"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","26,749.15","2.13","2.13","28.74","4.58","1.18"
"NIFTY FINANCIAL SERVICES 25/50","29,257.05","0.65","0.65","17.20","2.95","0.94"
"NIFTY FMCG","50,623.20","1.16","1.16","36.61","9.14","2.22"
"NIFTY IT","38,074.15","-0.47","-0.47","27.05","7.06","2.78"
"NIFTY MEDIA","1,361.35","0.08","0.08","29.18","1.43","1.42"
"NIFTY METAL","11,561.55","1.88","1.88","20.57","3.01","1.58"
"NIFTY PHARMA","21,549.55","0.07","0.07","32.60","4.70","0.68"
"NIFTY PSU BANK","8,591.70","0.87","0.87","8.59","1.40","2.23"
"NIFTY PRIVATE BANK","28,205.65","-","-","19.75","2.23","0.55"
"NIFTY REALTY","778.00","1.61","1.61","35.02","3.76","0.38"
"NIFTY HEALTHCARE INDEX","13,791.80","-0.08","-0.08","35.49","5.17","0.57"
"NIFTY CONSUMER DURABLES","34,397.95","0.48","0.48","57.14","10.78","0.43"
"NIFTY OIL & GAS","11,687.50","2.04","2.04","10.55","1.60","2.76"
"NIFTY MIDSMALL HEALTHCARE","41,185.40","-0.01","-0.01","38.82","5.03","0.46"
"NIFTY FINANCIAL SERVICES EX-BANK","30,151.85","0.66","0.66","22.94","4.25","0.80"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,050.20","0.93","0.93","28.62","2.88","0.66"
"NIFTY MIDSMALL IT & TELECOM","9,783.95","0.07","0.07","59.13","9.57","1.11"
"NIFTY CHEMICALS","27,329.05","0.88","0.88","36.93","4.03","0.64"
"NIFTY500 HEALTHCARE","17,579.50","-0.24","-0.24","36.66","5.31","0.55"
