"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","27,734.00","-2.10","-2.10","32.79","4.75","1.14"
"NIFTY FINANCIAL SERVICES 25/50","30,479.35","-1.38","-1.38","17.71","3.08","0.91"
"NIFTY FMCG","51,483.60","-1.76","-1.76","37.21","9.24","1.59"
"NIFTY IT","32,319.40","-1.07","-1.07","22.96","6.00","3.28"
"NIFTY MEDIA","1,430.75","-2.23","-2.23","30.03","1.51","1.26"
"NIFTY METAL","11,842.40","-1.20","-1.20","20.09","3.08","1.55"
"NIFTY PHARMA","22,429.10","-0.50","-0.50","33.56","4.89","0.67"
"NIFTY PSU BANK","9,505.95","-1.24","-1.24","9.43","1.55","2.02"
"NIFTY PRIVATE BANK","28,760.45","-1.46","-1.46","20.14","2.27","0.54"
"NIFTY REALTY","817.85","-2.56","-2.56","36.84","3.96","0.36"
"NIFTY HEALTHCARE INDEX","14,521.20","-0.51","-0.51","36.88","5.45","0.56"
"NIFTY CONSUMER DURABLES","37,459.10","-1.93","-1.93","59.61","11.74","0.39"
"NIFTY OIL & GAS","12,036.15","-1.02","-1.02","10.17","1.64","2.15"
"NIFTY MIDSMALL HEALTHCARE","42,660.90","-0.71","-0.71","39.95","5.21","0.40"
"NIFTY FINANCIAL SERVICES EX-BANK","31,660.75","-1.54","-1.54","23.76","4.46","0.76"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,732.85","-1.58","-1.58","28.87","2.98","0.65"
"NIFTY MIDSMALL IT & TELECOM","9,047.10","-1.84","-1.84","64.32","8.85","1.20"
"NIFTY CHEMICALS","28,468.35","-0.46","-0.46","40.17","4.20","0.59"
"NIFTY500 HEALTHCARE","18,446.50","-0.60","-0.60","38.08","5.58","0.53"
