"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","28,077.00","0.83","0.83","33.19","4.81","1.13"
"NIFTY FINANCIAL SERVICES 25/50","30,821.35","0.73","0.73","17.91","3.11","0.93"
"NIFTY FMCG","52,136.35","0.70","0.70","37.69","9.35","1.57"
"NIFTY IT","31,550.50","-1.42","-1.42","22.42","5.85","3.36"
"NIFTY MEDIA","1,429.60","0.20","0.20","30.01","1.50","1.26"
"NIFTY METAL","11,962.75","-0.23","-0.23","20.29","3.11","1.54"
"NIFTY PHARMA","22,578.55","0.56","0.56","33.79","4.92","0.70"
"NIFTY PSU BANK","9,796.85","1.36","1.36","9.72","1.60","1.96"
"NIFTY PRIVATE BANK","29,008.05","0.34","0.34","20.31","2.29","0.54"
"NIFTY REALTY","819.15","-0.19","-0.19","36.89","3.96","0.36"
"NIFTY HEALTHCARE INDEX","14,632.60","0.49","0.49","37.16","5.49","0.58"
"NIFTY CONSUMER DURABLES","37,492.20","-0.26","-0.26","59.66","11.75","0.39"
"NIFTY OIL & GAS","12,151.15","0.49","0.49","10.27","1.66","2.13"
"NIFTY MIDSMALL HEALTHCARE","43,002.65","1.03","1.03","40.27","5.25","0.44"
"NIFTY FINANCIAL SERVICES EX-BANK","31,980.70","0.39","0.39","24.00","4.50","0.79"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,723.25","-0.75","-0.75","28.86","2.98","0.64"
"NIFTY MIDSMALL IT & TELECOM","8,838.20","-1.50","-1.50","62.84","8.65","1.23"
"NIFTY CHEMICALS","28,048.95","-1.41","-1.41","39.57","4.14","0.61"
"NIFTY500 HEALTHCARE","18,601.85","0.78","0.78","38.40","5.62","0.55"
