"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","28,173.20","1.37","1.37","34.42","4.83","1.12"
"NIFTY FINANCIAL SERVICES 25/50","30,755.00","0.20","0.20","17.98","3.10","0.93"
"NIFTY FMCG","52,130.45","0.16","0.16","37.42","9.35","2.14"
"NIFTY IT","35,722.20","0.30","0.30","25.38","6.63","2.96"
"NIFTY MEDIA","1,486.30","2.40","2.40","31.20","1.56","1.30"
"NIFTY METAL","12,228.30","0.81","0.81","20.24","3.19","1.54"
"NIFTY PHARMA","22,210.50","-0.36","-0.36","33.59","4.84","0.65"
"NIFTY PSU BANK","9,155.75","-0.19","-0.19","9.08","1.50","2.10"
"NIFTY PRIVATE BANK","29,063.55","0.18","0.18","20.35","2.29","0.54"
"NIFTY REALTY","849.40","0.36","0.36","38.26","4.11","0.35"
"NIFTY HEALTHCARE INDEX","14,275.00","-0.27","-0.27","36.66","5.35","0.56"
"NIFTY CONSUMER DURABLES","37,759.65","0.03","0.03","61.98","11.83","0.39"
"NIFTY OIL & GAS","12,297.00","0.34","0.34","10.55","1.68","2.05"
"NIFTY MIDSMALL HEALTHCARE","42,239.40","-0.23","-0.23","39.93","5.15","0.42"
"NIFTY FINANCIAL SERVICES EX-BANK","32,044.75","0.09","0.09","24.30","4.51","0.79"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,245.55","0.78","0.78","30.19","3.06","0.63"
"NIFTY MIDSMALL IT & TELECOM","9,709.50","0.54","0.54","69.03","9.50","1.11"
"NIFTY CHEMICALS","28,880.10","-0.25","-0.25","41.08","4.26","0.60"
"NIFTY500 HEALTHCARE","18,197.45","-0.01","-0.01","37.89","5.50","0.52"
