"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","28,327.60","0.54","0.54","33.49","4.86","1.12"
"NIFTY FINANCIAL SERVICES 25/50","30,905.30","0.62","0.62","17.96","3.12","0.90"
"NIFTY FMCG","52,406.50","1.21","1.21","37.88","9.40","1.57"
"NIFTY IT","32,668.30","-1.23","-1.23","23.21","6.06","3.24"
"NIFTY MEDIA","1,463.40","0.24","0.24","30.71","1.54","1.24"
"NIFTY METAL","11,985.75","1.33","1.33","20.33","3.12","1.53"
"NIFTY PHARMA","22,541.95","0.21","0.21","33.73","4.91","0.67"
"NIFTY PSU BANK","9,625.65","1.31","1.31","9.55","1.57","1.99"
"NIFTY PRIVATE BANK","29,187.95","0.54","0.54","20.44","2.30","0.53"
"NIFTY REALTY","839.30","0.62","0.62","37.80","4.06","0.35"
"NIFTY HEALTHCARE INDEX","14,595.85","0.30","0.30","37.07","5.47","0.56"
"NIFTY CONSUMER DURABLES","38,197.45","0.23","0.23","60.78","11.97","0.39"
"NIFTY OIL & GAS","12,159.95","0.74","0.74","10.28","1.66","2.13"
"NIFTY MIDSMALL HEALTHCARE","42,964.00","0.16","0.16","40.24","5.24","0.39"
"NIFTY FINANCIAL SERVICES EX-BANK","32,154.75","0.90","0.90","24.13","4.53","0.75"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,065.50","1.07","1.07","29.34","3.03","0.64"
"NIFTY MIDSMALL IT & TELECOM","9,216.95","-0.46","-0.46","65.53","9.02","1.18"
"NIFTY CHEMICALS","28,599.95","0.16","0.16","40.35","4.22","0.59"
"NIFTY500 HEALTHCARE","18,558.45","0.29","0.29","38.31","5.61","0.52"
