"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","28,158.85","-1.86","-1.86","33.29","4.83","1.13"
"NIFTY FINANCIAL SERVICES 25/50","30,229.85","-1.64","-1.64","17.57","3.05","0.94"
"NIFTY FMCG","51,142.20","-1.69","-1.69","36.89","9.16","1.61"
"NIFTY IT","30,603.85","0.16","0.16","21.74","5.68","3.46"
"NIFTY MEDIA","1,416.15","0.60","0.60","29.72","1.49","1.28"
"NIFTY METAL","12,240.65","-1.67","-1.67","20.76","3.19","1.50"
"NIFTY PHARMA","22,952.35","-1.50","-1.50","34.35","5.00","0.69"
"NIFTY PSU BANK","9,820.45","-0.60","-0.60","9.74","1.61","1.95"
"NIFTY PRIVATE BANK","28,617.55","-1.32","-1.32","20.04","2.26","0.54"
"NIFTY REALTY","780.60","-2.26","-2.26","35.16","3.78","0.38"
"NIFTY HEALTHCARE INDEX","14,871.10","-1.41","-1.41","37.77","5.58","0.57"
"NIFTY CONSUMER DURABLES","37,585.90","0.17","0.17","59.81","11.78","0.39"
"NIFTY OIL & GAS","12,264.90","-0.24","-0.24","10.36","1.67","2.11"
"NIFTY MIDSMALL HEALTHCARE","43,954.30","-0.91","-0.91","41.16","5.36","0.43"
"NIFTY FINANCIAL SERVICES EX-BANK","31,390.65","-2.06","-2.06","23.56","4.42","0.80"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,585.05","-1.78","-1.78","28.67","2.96","0.64"
"NIFTY MIDSMALL IT & TELECOM","8,499.40","-0.72","-0.72","60.43","8.32","1.28"
"NIFTY CHEMICALS","27,764.85","-1.29","-1.29","39.17","4.09","0.62"
"NIFTY500 HEALTHCARE","18,859.45","-1.12","-1.12","38.93","5.70","0.54"
