"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","27,846.80","0.41","0.41","32.92","4.77","1.14"
"NIFTY FINANCIAL SERVICES 25/50","30,596.50","0.38","0.38","17.78","3.09","0.93"
"NIFTY FMCG","51,772.70","0.56","0.56","37.42","9.29","1.58"
"NIFTY IT","32,004.05","-0.98","-0.98","22.74","5.94","3.31"
"NIFTY MEDIA","1,426.80","-0.28","-0.28","29.95","1.50","1.27"
"NIFTY METAL","11,989.95","1.25","1.25","20.34","3.12","1.53"
"NIFTY PHARMA","22,452.40","0.10","0.10","33.60","4.89","0.70"
"NIFTY PSU BANK","9,665.80","1.68","1.68","9.59","1.58","1.98"
"NIFTY PRIVATE BANK","28,908.60","0.52","0.52","20.24","2.28","0.54"
"NIFTY REALTY","820.70","0.35","0.35","36.96","3.97","0.36"
"NIFTY HEALTHCARE INDEX","14,560.75","0.27","0.27","36.98","5.46","0.58"
"NIFTY CONSUMER DURABLES","37,588.35","0.35","0.35","59.81","11.78","0.39"
"NIFTY OIL & GAS","12,092.30","0.47","0.47","10.22","1.65","2.14"
"NIFTY MIDSMALL HEALTHCARE","42,563.40","-0.23","-0.23","39.86","5.19","0.45"
"NIFTY FINANCIAL SERVICES EX-BANK","31,857.40","0.62","0.62","23.91","4.49","0.79"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,880.45","0.71","0.71","29.08","3.00","0.64"
"NIFTY MIDSMALL IT & TELECOM","8,972.40","-0.83","-0.83","63.79","8.78","1.21"
"NIFTY CHEMICALS","28,450.50","-0.06","-0.06","40.14","4.20","0.59"
"NIFTY500 HEALTHCARE","18,458.35","0.06","0.06","38.10","5.58","0.55"
