"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","28,234.30","-0.95","-0.95","34.67","4.89","1.11"
"NIFTY FINANCIAL SERVICES 25/50","30,601.25","-1.18","-1.18","18.05","3.12","0.92"
"NIFTY FMCG","50,902.15","-1.90","-1.90","37.18","9.31","1.58"
"NIFTY IT","32,681.50","-1.44","-1.44","23.56","6.15","3.19"
"NIFTY MEDIA","1,462.80","-0.76","-0.76","30.94","1.55","1.37"
"NIFTY METAL","11,872.80","-3.31","-3.31","20.32","3.20","1.53"
"NIFTY PHARMA","22,194.90","-0.85","-0.85","33.81","4.88","0.66"
"NIFTY PSU BANK","9,166.50","-0.68","-0.68","9.16","1.51","2.08"
"NIFTY PRIVATE BANK","28,691.80","-1.02","-1.02","20.30","2.29","0.54"
"NIFTY REALTY","823.60","-2.23","-2.23","37.94","4.08","0.35"
"NIFTY HEALTHCARE INDEX","14,384.05","-0.85","-0.85","37.07","5.44","0.55"
"NIFTY CONSUMER DURABLES","37,618.30","-1.29","-1.29","60.64","11.94","0.39"
"NIFTY OIL & GAS","11,976.45","-1.88","-1.88","10.47","1.67","2.06"
"NIFTY MIDSMALL HEALTHCARE","42,224.95","-1.44","-1.44","40.47","5.23","0.44"
"NIFTY FINANCIAL SERVICES EX-BANK","31,916.55","-1.15","-1.15","24.35","4.55","0.78"
"NIFTY MIDSMALL FINANCIAL SERVICES","20,839.30","-1.95","-1.95","29.89","3.06","0.63"
"NIFTY MIDSMALL IT & TELECOM","9,127.35","-1.96","-1.96","66.19","9.11","1.16"
"NIFTY CHEMICALS","28,425.15","-1.25","-1.25","40.42","4.24","0.60"
"NIFTY500 HEALTHCARE","18,256.80","-0.99","-0.99","38.26","5.57","0.52"
