"INDEX NAME 
","LAST 
","CHNG 
","%CHNG 
","P/E 
","P/B 
","DIV YIELD 
"
"NIFTY AUTO","28,538.70","1.30","1.30","34.86","4.89","1.21"
"NIFTY FINANCIAL SERVICES 25/50","30,845.05","0.29","0.29","17.98","3.11","0.92"
"NIFTY FMCG","52,152.10","0.04","0.04","37.44","9.36","2.14"
"NIFTY IT","35,095.15","-1.76","-1.76","24.94","6.51","3.02"
"NIFTY MEDIA","1,493.60","0.49","0.49","31.35","1.57","1.29"
"NIFTY METAL","12,276.55","0.39","0.39","20.32","3.20","1.53"
"NIFTY PHARMA","22,434.20","1.01","1.01","33.88","4.89","0.66"
"NIFTY PSU BANK","9,250.20","1.03","1.03","9.18","1.51","2.07"
"NIFTY PRIVATE BANK","29,016.20","-0.16","-0.16","20.32","2.29","0.54"
"NIFTY REALTY","854.75","0.63","0.63","38.50","4.14","0.35"
"NIFTY HEALTHCARE INDEX","14,506.70","1.62","1.62","37.21","5.44","0.55"
"NIFTY CONSUMER DURABLES","37,956.90","0.52","0.52","62.27","11.89","0.39"
"NIFTY OIL & GAS","12,352.30","0.45","0.45","10.59","1.69","2.04"
"NIFTY MIDSMALL HEALTHCARE","42,821.95","1.38","1.38","40.45","5.23","0.44"
"NIFTY FINANCIAL SERVICES EX-BANK","32,047.40","0.01","0.01","24.17","4.51","0.79"
"NIFTY MIDSMALL FINANCIAL SERVICES","21,208.95","-0.17","-0.17","29.83","3.05","0.63"
"NIFTY MIDSMALL IT & TELECOM","9,647.20","-0.64","-0.64","68.59","9.44","1.12"
"NIFTY CHEMICALS","29,009.40","0.45","0.45","40.83","4.28","0.60"
"NIFTY500 HEALTHCARE","18,467.95","1.49","1.49","38.44","5.58","0.52"
